"","state.abb","name_census","population","geo_id","source_year","state.name","name","government_id","id","nces_district_id","year","category","identifier","current_assets","net_pension_assets","non_current_assets","net_opeb_assets","total_assets","net_pension_liability","net_opeb_liability","current_portion_long_term_liabilities","compensated_absences","current_liabilities","total_liabilities","bonds_outstanding","loans_outstanding","notes_outstanding","total_net_position_governmental","total_net_position_business","total_net_position","unrestricted","expenses","charges_for_services","operating_grants","capital_grants","general_revenue","activities_change_in_net_position","cash","receivables","revenues","name_midfile","flg_acfr","flg_muni","flg_county"
"194","WA","kent city",136609,"5335415","2023","Washington","kent","48201701300000",39549,NA,2023,"General Purpose","WA Kent 2023",431753985,33530290,1221295734,NA,1653049719,7035490,17038066,14682380,8586105,66461494,179914457,70974300,2719841,NA,1038869930,468876591,1507746521,309077141,259200405,120012736,15967106,25062301,172474446,74316184,152695522,36477117,333516589,"city of kent",1,1,0
"195","CT","stamford city",135451,"0973000","2023","Connecticut","stamford","07200100600000",32098,NA,2023,"General Purpose","CT Stamford 2023",471838736,4225372,1090410701,1471707,1562249437,189742777,68413155,67238327,22575611,169505570,985791257,533322112,NA,NA,283951978,120007472,403959450,-269596594,784039752,72763433,156251968,11689952,628959328,85624929,227080104,64937658,869664681,"city of stamford",1,1,0
"196","CA","victorville city",134802,"0682590","2023","California","victorville","05203670100000",146748,NA,2023,"General Purpose","CA Victorville 2023",456745985,NA,973752947,NA,1430498932,82263665,35269463,13991104,6035442,76539729,537003653,326338005,NA,NA,657395461,159100334,816495795,158409982,277276472,158723688,22926067,48362627,157942035,110677945,379943041,57049741,387954417,"city of victorville",1,1,0
"197","FL","miramar city",134706,"1245975","2023","Florida","miramar","10200600900000",32274,NA,2023,"General Purpose","FL Miramar 2023",271966293,NA,631863212,NA,903829505,226243789,42846501,25012989,18831191,55585012,567657199,150687056,48659926,19540000,109717475,313594816,423312291,-1403920,276913797,120654305,12707305,7559046,148056770,12063630,221649443,25331152,288977427,"city of miramar",1,1,0
"198","FL","coral springs city",134396,"1214400","2023","Florida","coral springs","10200670200000",32278,NA,2023,"General Purpose","FL Coral Springs 2023",198529351,4161631,332467876,NA,530997227,84500244,23510977,18792584,8388493,56734573,252752623,76110720,7895400,9011691,233462488,78155708,311618196,101559445,229320912,98805129,25700974,4776431,148537433,48499055,46331712,20209976,277819967,"city of coral springs",1,1,0
"199","MI","sterling heights city",134334,"2676460","2023","Michigan","sterling heights","23205080100000",34307,NA,2023,"General Purpose","MI Sterling Heights 2023",151389518,NA,598403954,NA,749793472,197138321,56044785,14868714,5196048,55065511,522875076,149667587,15754113,NA,96673823,131690588,228364411,-171776701,191421316,75958194,15877906,31144925,105270780,36830489,34117391,24844755,228251805,"city of sterling heights",1,1,0
"200","CT","new haven city",134024,"0952000","2023","Connecticut","new haven","07200500600000",40820,NA,2023,"General Purpose","CT New Haven 2023",369565449,NA,1621422354,NA,1990987803,1020809380,733512887,153884107,18894222,385283154,2817001141,668626785,NA,69552838,-795772696,1459550,-794313146,-1757941901,1007760818,54679865,431821420,16298741,452091219,-52869573,254613349,58435463,954891245,"city of new haven",1,1,0
"201","TX","carrollton city",133432,"4813024","2023","Texas","carrollton","44205700400000",38667,NA,2023,"General Purpose","TX Carrollton 2023",437743915,NA,656432325,NA,1094176240,45746743,2760208,25133583,17972834,50782833,337727333,224455012,NA,10364180,619506871,179309845,798816716,353458820,209042385,81394257,2221740,1970265,190106480,66650357,330089231,45329793,275692742,"city of carrollton",1,1,0
"202","TX","midland city",132524,"4848072","2023","Texas","midland","44216500100000",151573,NA,2023,"General Purpose","TX Midland 2023",622604302,NA,1132946896,NA,1755551198,285573726,18616028,19542209,6330345,78171268,941572666,539826069,NA,2984109,311119565,530109368,841228933,69954020,333268464,144935658,13289625,13669400,223272192,61898411,160017572,41504434,395166875,"city of midland",1,1,0
"203","OK","norman city",127991,"4052500","2023","Oklahoma","norman","37201400400000",41018,NA,2023,"General Purpose","OK Norman 2023",306807348,3077337,866534638,NA,1173341986,49269045,7168667,28794999,10481883,77784793,380796865,106358538,54588773,98132869,499443313,308140922,807584235,49931846,222078308,69513521,20341333,6280284,149442596,23499426,101950036,32929568,245577734,"city of norman",1,1,0
"204","CA","santa clara city",127861,"0669084","2023","California","santa clara","05204301300000",41843,NA,2023,"General Purpose","CA Santa Clara 2023",1304607757,NA,3459110892,NA,4763718649,661637603,37717787,52292263,28355888,155335187,1736584236,128442932,222274402,NA,687971532,1639353776,2327325308,-68496962,1227275091,1049536282,6651166,10660885,297781469,137354711,1095594224,159259508,1364629802,"city of santa clara",1,1,0
"205","CA","thousand oaks city",126968,"0678582","2023","California","thousand oaks","05205670200000",41008,NA,2023,"General Purpose","CA Thousand Oaks 2023",417373445,760813,667265548,NA,1084638993,78135416,6111554,5580865,6931475,80472499,178997217,7415036,NA,NA,674440424,266091194,940531618,238941388,192049795,89265824,17091705,2528530,100480695,17316959,342193893,36798790,209366754,"city of thousand oaks",1,1,0
"206","KS","topeka city",126601,"2071000","2023","Kansas","topeka","17208900300000",33469,NA,2023,"General Purpose","KS Topeka 2023",492657494,NA,819671905,NA,1312329399,131318834,6596464,44296735,11312495,117937186,749089245,522738752,NA,9521288,242850183,292495589,535345772,6199034,286691363,105105599,14643072,25929687,196655894,55642889,355338008,126617332,342334252,"city of topeka",1,1,0
"207","CA","simi valley city",126373,"0672016","2023","California","simi valley","05205680100000",196372,NA,2023,"General Purpose","CA Simi Valley 2023",309170068,NA,440711252,NA,749881320,165730908,83654875,7319873,8324450,29790936,356236141,22782263,NA,NA,233566311,218701240,452267551,13469033,155033584,77246547,19363117,5531401,82324451,29431932,266943433,27296922,184465516,"city of simi valley",1,1,0
"208","MO","columbia city",126233,"2915670","2023","Missouri","columbia","26201000300000",35120,NA,2023,"General Purpose","MO Columbia 2023",473461305,17959424,1270635396,1164526,1744096701,166444816,NA,26215915,7087130,75273460,513984552,274765381,NA,NA,557669459,703853424,1261522883,168664722,372522912,261991481,13367745,16478068,122173178,41487560,399430088,55694667,414010472,"city of columbia",1,1,0
"209","CA","vallejo city",126083,"0681666","2023","California","vallejo","05204800700000",46715,NA,2023,"General Purpose","CA Vallejo 2023",374293549,NA,495788899,NA,870082448,334970706,8704000,24824880,12655186,84212247,557916738,74203970,31528395,NA,280170665,94226535,374397200,-142555289,222983613,95522864,40414828,17615152,105023652,35592883,254744269,32905268,258576496,"city of vallejo",1,1,0
"210","ND","fargo city",125952,"3825700","2023","North Dakota","fargo","35200900900000",36792,NA,2023,"General Purpose","ND Fargo 2023",736333613,NA,1698249742,NA,2434583355,46676166,3337511,50895318,6392361,98523402,1181783418,664115986,13898997,297888802,488400090,772715060,1261115150,-83255268,356595208,123981521,24387886,154087744,147250079,93112022,8082386,549111271,449707230,"city of fargo",1,1,0
"211","PA","allentown city",125858,"4202000","2023","Pennsylvania","allentown","39203900200000",98484,NA,2023,"General Purpose","PA Allentown 2023",152393476,NA,310889663,NA,463283139,65599234,97692278,7405622,7098114,34931036,332767004,38906248,5605000,54888281,-46810741,3923989,-42886752,-290002307,171524647,47048313,29535055,9077019,123082324,37218064,122270193,29155629,208742711,"city of allentown",1,1,0
"212","TX","pearland city",125815,"4856348","2023","Texas","pearland","44202050300000",38659,NA,2023,"General Purpose","TX Pearland 2023",329438155,NA,1536120515,NA,1865558670,42057994,6615257,62960237,10632432,108900729,977421555,865696810,NA,NA,629294415,284021437,913315852,57795967,279598658,103560012,15685275,NA,192373206,32019835,109206473,37042141,311618493,"city of pearland",1,1,0
"213","TX","lewisville city",125688,"4842508","2023","Texas","lewisville","44206100500000",45996,NA,2023,"General Purpose","TX Lewisville 2023",554095112,NA,933714457,568879,1487809569,66584153,NA,32825508,13268234,126245644,617520264,443941420,NA,NA,523244828,384007749,907252577,170390774,202403047,78872592,12631279,18492051,165670530,73263405,3509037,38525072,275666452,"city of lewisville",1,1,0
"214","CA","concord city",125411,"0616000","2023","California","concord","05200700300000",31749,NA,2023,"General Purpose","CA Concord 2023",442912383,NA,659033315,NA,1101945698,252245156,30584584,14347751,6269851,83388103,506912925,24093610,NA,NA,550752473,100670484,651422957,-24276143,211536645,67819850,12833308,21010002,141361703,31488218,397305454,45330065,243024863,"city of concord",1,1,0
"215","TX","abilene city",125178,"4801000","2023","Texas","abilene","44222100100000",38710,NA,2023,"General Purpose","TX Abilene 2023",254123170,NA,805217118,NA,1059340288,113043516,4169121,23011418,12484708,41425496,536650530,379157794,549350,NA,206108160,353543533,559651693,66880229,248594112,107382303,19317787,22645740,144432930,45184648,98159565,36626914,293778760,"city of abilene",1,1,0
"216","CO","arvada city",124402,"0803455","2023","Colorado","arvada","06203000100000",32001,NA,2023,"General Purpose","CO Arvada 2023",490987000,NA,909477000,NA,1400464000,4000,1774000,15341000,5196000,58775000,262279000,173578000,NA,NA,613333000,510558000,1123891000,274100000,211130000,72518000,23083000,29258000,159467000,73196000,426949000,35060000,284326000,"city of arvada",1,1,0
"217","CA","berkeley city",124324,"0606000","2023","California","berkeley","05200100300000",44319,NA,2023,"General Purpose","CA Berkeley 2023",930541009,NA,592161937,NA,1522702946,678424134,88004138,28245075,24256213,111103472,1208606750,274377086,10450829,30547161,134951214,259200639,394151853,-365567145,480900358,181261762,74869544,3533695,324744709,103509352,433785031,58875966,584409710,"city of berkeley",1,1,0
"218","MI","ann arbor city",123872,"2603000","2023","Michigan","ann arbor","23208100100000",41064,NA,2023,"General Purpose","MI Ann Arbor 2023",445550858,0,1460493931,0,1906044789,62558503,41942762,27414662,16204726,94342885,474145360,168296371,102621280,13540731,947271366,477009746,1424281112,114320370,215832013,127900620,29319053,7642938,143836305,92866903,321877078,33123251,308698916,"city of ann arbor",1,1,0
"219","MO","independence city",123004,"2935000","2023","Missouri","independence","26204800500000",196925,NA,2023,"General Purpose","MO Independence 2023",333437615,NA,879527694,NA,1212965309,48559188,175743038,44793931,24171701,96215949,748379182,309798453,124647399,NA,119236820,357236640,476473460,-120845216,331716152,242885467,19179250,2253370,119875856,52477791,243187666,71183882,384193943,"city of independence",1,1,0
"220","MN","rochester city",121388,"2754880","2023","Minnesota","rochester","24205500400000",34758,NA,2023,"General Purpose","MN Rochester 2023",724236681,NA,1656629959,NA,2380866640,78405833,16540493,34063007,17834979,83677018,473279065,305790501,NA,NA,1068668920,799246192,1867915112,353277146,412755865,277381217,27585300,78931597,173082806,144225055,40883721,79441160,556980920,"city of rochester",1,1,0
"221","CT","hartford city",121018,"0937000","2023","Connecticut","hartford","07200200200000",32100,NA,2023,"General Purpose","CT Hartford 2023",629130000,NA,1831173000,NA,2460303000,580038000,289750000,61223000,26103000,280254000,1647709000,471642000,4480000,444000,741560000,19241000,760801000,-689250000,1046137000,28792000,557242000,27275000,479620000,46792000,322793000,263412000,1092929000,"city of hartford",1,1,0
"222","TX","college station city",120523,"4815976","2023","Texas","college station","44202100200000",38661,NA,2023,"General Purpose","TX College Station 2023",506233894,NA,953249099,NA,1459482993,53426364,482626,41659055,10592209,90148944,593811146,477851795,NA,NA,442073501,458800562,900874063,292726679,289516257,220116082,6449102,16961207,127948433,81958567,317749069,38209117,371474824,"city of college station",1,1,0
"223","CA","clovis city",120160,"0614218","2023","California","clovis","05201000100000",31756,NA,2023,"General Purpose","CA Clovis 2023",374394787,NA,978530579,NA,1352925366,174724246,NA,68030392,7308663,97118808,401495375,107059022,1908905,11370846,686422487,309007989,995430476,89649933,196826045,137721375,6386772,18773764,77206445,43262311,317819433,16573086,240088356,"city of clovis",1,1,0
"224","CA","fairfield city",119872,"0623182","2023","California","fairfield","05204800300000",31883,NA,2023,"General Purpose","CA Fairfield 2023",485652472,NA,538337688,NA,1023990160,232689372,82581,16889428,24600302,52653221,439866287,127241361,NA,0,489188526,158726239,647914765,-17963935,270939594,68313852,34299045,32107991,127991513,-8227193,338735737,43254859,262712401,"city of fairfield",1,1,0
"225","FL","palm bay city",119752,"1254000","2023","Florida","palm bay","10200550200000",32269,NA,2023,"General Purpose","FL Palm Bay 2023",388741389,217623,407565166,NA,796306555,78282082,13017162,15681364,7450342,61795465,422546800,227203543,15049579,25786000,160491187,257939650,418430837,10390203,165577581,102224174,6023693,10673581,116350196,69694063,38485438,20490689,235271644,"city of palm bay",1,1,0
"226","TX","round rock city",119501,"4863500","2023","Texas","round rock","44224600600000",38718,NA,2023,"General Purpose","TX Round Rock 2023",444916626,NA,1404239038,NA,1849155664,80064089,20495217,37192634,11099505,115147595,650209132,420496380,27000000,5755837,673438404,573686456,1247124860,227346430,291509591,86604379,5257751,66502907,243341697,110197143,43825554,43340838,401706734,"city of round rock",1,1,0
"227","TX","richardson city",119464,"4861796","2023","Texas","richardson","44205702100000",38672,NA,2023,"General Purpose","TX Richardson 2023",446752632,NA,712573855,NA,1159326487,82956081,49279894,54542133,18918310,131083743,741678868,401155683,NA,5340000,329983528,113480859,443464387,44084350,319696500,146492946,16049303,739170,231208487,74793406,33373153,28166445,394489906,"city of richardson",1,1,0
"228","MA","cambridge city",118395,"2511000","2023","Massachusetts","cambridge","22200900100000",34020,NA,2023,"General Purpose","MA Cambridge 2023",940672929,NA,1680806043,NA,2621478972,222397503,760078550,94456283,25269000,256079511,1768606027,569205307,NA,NA,724323191,139849834,864173025,-464179135,898583040,179926511,53611233,2221276,718758085,55934065,867098090,48874203,954517105,"city of cambridge",1,1,0
"229","ID","meridian city",117713,"1652120","2023","Idaho","meridian","13200100400000",111593,NA,2023,"General Purpose","ID Meridian 2023",287472831,NA,524449002,NA,811921833,42811620,NA,1093839,4455546,20954912,80125507,NA,NA,NA,219614655,485369199,704983854,162426788,129052928,51832582,22277989,28953433,72253381,46264457,141642396,58575081,175317385,"city of meridian",1,1,0
"230","FL","clearwater city",117387,"1212875","2023","Florida","clearwater","10205200500000",91999,NA,2023,"General Purpose","FL Clearwater 2023",704037597,18424736,815656802,NA,1519694399,NA,24122879,20128427,11931840,47977450,269773149,135878840,32488973,NA,640811386,673118138,1313929524,615548758,413571476,277128818,11427048,6317272,164370816,45672478,622068009,32252852,459243954,"city of clearwater",1,1,0
"231","FL","west palm beach city",117315,"1276600","2023","Florida","west palm beach","10205002300000",196469,NA,2023,"General Purpose","FL West Palm Beach 2023",648858358,NA,1155141529,2052144,1803999887,185753623,10106152,43097831,26132258,114803866,851482987,479716259,NA,48296444,395986207,646433321,1042419528,247532318,425799156,237044016,21383201,5036593,269418275,107082929,242760484,36393276,532882085,"city of west palm beach",1,1,0
"232","IN","evansville city",117291,"1822000","2023","Indiana","evansville","15208200100000",170521,NA,2023,"General Purpose","IN Evansville 2023",632329544,NA,1404746923,NA,2037076467,155947981,362117746,45774153,3018049,137682343,1628607084,589537734,421629995,NA,-140890061,469610672,328720611,-352622632,356269599,159699999,43454920,NA,189941677,36826997,124170047,103925242,393096596,"city of evansville",1,1,0
"233","MT","billings city",117142,"3006550","2023","Montana","billings","27205600100000",35375,NA,2023,"General Purpose","MT Billings 2023",326997118,NA,956057780,NA,1283054898,77839930,11230975,26328471,13743594,54945705,308191884,136605400,NA,25631900,353670731,629083616,982754347,110684198,234760909,137759026,40289120,32483316,88043432,63813985,144729167,32674909,298574894,"city of billings",1,1,0
"234","UT","west jordan city",116962,"4982950","2023","Utah","west jordan","45201800900000",42694,NA,2023,"General Purpose","UT West Jordan 2023",224593767,6987757,645162122,NA,869755889,5939011,NA,7639635,7581438,49428637,91083903,32429883,NA,3905000,464365178,303570796,767935974,141442860,131358821,73889745,7770027,23075179,73828125,47204255,114143096,39239086,178563076,"city of west jordan",1,1,0
"235","CA","richmond city",116432,"0660620","2023","California","richmond",NA,1265296,NA,2023,"General Purpose","CA Richmond 2023",373475402,4744616,665157323,NA,1038632725,369613204,74720798,80651651,11881418,109983440,1014159631,384144041,34801816,700000,-62297745,133860589,71562844,-370535080,229638989,82334596,44255966,1785082,219288846,118025501,319275441,41908946,347664490,NA,1,1,0
"236","CO","westminster city",116315,"0883835","2023","Colorado","westminster","06200100700000",31992,NA,2023,"General Purpose","CO Westminster 2023",511592943,1295088,1136664815,NA,1648257758,2893095,5964367,20867003,7166061,62500886,328077956,125783578,22679930,38423283,589277565,721977154,1311254719,360073428,290051772,107181462,18620671,27277943,187003363,50031667,58629712,63347510,340083439,"city of westminster",1,1,0
"237","NH","manchester city",115653,"3345140","2023","New Hampshire","manchester","30200600100000",1011440,NA,2023,"General Purpose","NH Manchester 2023",296502596,NA,1114557193,NA,1411059789,296587782,51308603,55808565,18385083,210521095,1017427115,256157640,NA,NA,-125743065,466066619,340323554,-183708050,314898432,111526550,50588848,25376041,159429913,32022920,154082785,68868989,346921352,"city of manchester",1,1,0
"238","MA","lowell city",115550,"2537000","2023","Massachusetts","lowell","22200900300000",34022,NA,2023,"General Purpose","MA Lowell 2023",302961853,NA,753215214,NA,1056177067,310388732,615581256,32833843,21156952,124274551,1430147449,286604684,91510240,NA,-515589320,48474243,-467115077,-927452600,605901227,69587981,336288341,46078832,217526517,63580444,220923040,64565185,669481671,"city of lowell",1,1,0
"239","NC","wilmington city",115456,"3774440","2023","North Carolina","wilmington","34206500300000",36716,NA,2023,"General Purpose","NC Wilmington 2023",332153896,0,637177911,0,969331807,61385638,36454935,27853430,9694336,61353376,445406000,119635487,0,0,430410396,91253898,521664294,97848485,192946601,43462561,16854436,9204385,160285172,36859953,207566351,38218791,229806554,"city of wilmington",1,1,0
"240","CA","antioch city",115305,"0602252","2023","California","antioch","05200700100000",43096,NA,2023,"General Purpose","CA Antioch 2023",310460276,NA,571652846,NA,882113122,136203605,24416564,3531596,3900143,60265647,278645416,2564136,45062009,2627792,353309319,281898275,635207594,84693384,143459940,68007028,17391354,12654301,86422222,41014965,286743805,22149267,184474905,"city of antioch",1,1,0
"241","TX","beaumont city",115268,"4807000","2023","Texas","beaumont","44212300100000",38689,NA,2023,"General Purpose","TX Beaumont 2023",184732804,NA,723156992,NA,907889796,256429325,30507234,28005752,30367901,73090943,751815272,376061848,NA,NA,109936741,122367062,232303803,-185244908,288295914,84852294,11141532,5896532,156816497,-29589059,54493301,60564882,258706855,"city of beaumont",1,1,0
"242","UT","provo city",115173,"4962470","2023","Utah","provo","45202501100000",93515,NA,2023,"General Purpose","UT Provo 2023",249320229,6029980,966522041,NA,1215842270,13298452,3739527,18175907,7306789,73108204,298157903,204004370,NA,11828553,459063932,453847174,912911106,192844038,204843681,158012731,12090747,9629288,76031618,50920703,122261216,43158974,255764384,"city of provo",1,1,0
"243","SC","north charleston city",114839,"4550875","2023","South Carolina","north charleston","41201090100000",38280,NA,2023,"General Purpose","SC North Charleston 2023",298919996,NA,499443134,NA,798363130,111028754,19315808,26018287,6472403,83432018,498048579,274159468,NA,NA,305492740,12599431,318092171,1694003,184841536,31830433,4904033,13073143,172936408,37902481,112631575,18821381,222744017,"city of north charleston",1,1,0
"244","IL","elgin city",114798,"1723074","2023","Illinois","elgin","14204500700000",32806,NA,2023,"General Purpose","IL Elgin 2023",386761717,589456,809707567,309366,1196469284,234942477,1747532,16050958,5494661,60178342,357803607,54645000,NA,NA,463230883,313011506,776242389,18759061,244143594,79093512,7545944,14673109,169769549,26938520,296165842,88139939,271082114,"city of elgin",1,1,0
"245","CA","carlsbad city",114735,"0611194","2023","California","carlsbad","05203700100000",31855,NA,2023,"General Purpose","CA Carlsbad 2023",866200992,NA,1221123950,NA,2087324942,198527471,2968540,17156907,7559851,60366541,287223916,NA,10792169,NA,1325099497,548122243,1873221740,423977763,344746699,98997049,14269163,18156131,218927449,5603093,818594165,43383610,350349792,"city of carlsbad",1,1,0
"246","CT","waterbury city",114455,"0980000","2023","Connecticut","waterbury","07200500800000",32106,NA,2023,"General Purpose","CT Waterbury 2023",379438000,NA,925743000,NA,1305181000,292303000,961870000,106787000,31451000,240098000,1951428000,460549000,NA,17274000,-875002000,160946000,-714056000,-1362945000,740030000,51958000,351150000,30385000,311254000,4717000,149600000,94443000,744747000,"city of waterbury",1,1,0
"247","TX","odessa city",114452,"4853388",NA,NA,"odessa ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"248","IL","springfield city",114414,"1772000","2023","Illinois","springfield","14208402200000",32814,NA,2023,"General Purpose","IL Springfield 2023",687370338,23657,1308707926,NA,1996078264,500609520,203335541,11537400,17440956,118965248,1470831198,612800065,9696750,NA,-165418950,415197194,249778244,-523500165,439620423,247447511,16911355,43472552,196035713,64246708,244084018,123384874,503867131,"city of springfield",1,1,0
"249","TX","league city city",114377,"4841980","2023","Texas","league ","44208480200000",129767,NA,2023,"General Purpose","TX League City 2023",245545278,NA,920125090,NA,1165670368,35492150,11557799,23839892,7725580,55034636,363711089,277740816,NA,NA,477854640,335168045,813022685,101101840,145116551,73909220,8073121,43169898,99417021,79452709,34955465,24455912,224569260,"city of league city",1,1,0
"250","CA","downey city",114358,"0619766","2023","California","downey","05201905000000",31799,NA,2023,"General Purpose","CA Downey 2023",188773757,NA,412614289,NA,601388046,124212098,6903787,15708489,17752612,49572016,407306104,191531755,5480000,NA,136754218,97703140,234457358,-132337681,156453160,47180573,6350090,1248192,116105679,14431374,139726684,25791789,170884534,"city of downey",1,1,0
"251","OR","gresham city",114255,"4131250","2023","Oregon","gresham","38202600200000",37571,NA,2023,"General Purpose","OR Gresham 2023",394667869,NA,934375761,1316343,1329043630,103202555,9875291,11519907,11197900,52602018,262279674,69680871,NA,25696780,694673227,375012267,1069685494,119830667,183291199,101984706,35280475,22784551,87993770,64752303,363865849,25857236,248043502,"city of gresham",1,1,0
"252","NC","high point city",114117,"3731400","2023","North Carolina","high point","34204100400000",43697,NA,2023,"General Purpose","NC High Point 2023",389401597,NA,740399379,NA,1129800976,75350506,13418195,28975764,7332033,63543799,456563234,292718040,5668265,NA,211179586,489561051,700740637,101729039,372536793,239680106,28381553,7528210,132321366,35374442,216243840,34766985,407911235,"city of high point",1,1,0
"253","OK","broken arrow city",113556,"4009050","2023","Oklahoma","broken arrow","37207200200000",37343,NA,2023,"General Purpose","OK Broken Arrow 2023",280010581,3107481,686266802,NA,966277383,62778821,1097789,29168323,3890226,61070477,496628396,196541837,3993037,189512984,348609281,137148874,485758155,35125401,178525159,82212643,10377972,5476798,121723705,41265959,100162897,51631409,219791118,"city of broken arrow",1,1,0
"254","IL","peoria city",113176,"1759000","2023","Illinois","peoria","14207201100000",1035774,NA,2023,"General Purpose","IL Peoria 2023",262012446,NA,359872899,NA,621885345,434543239,27804058,38866334,9709579,52288409,823089502,156173994,10973469,NA,-200722051,52890122,-147831929,-467180990,238505740,43891500,23826894,1880054,191781038,22873746,175291420,82918196,261379486,"city of peoria",1,1,0
"255","MI","lansing city",112657,"2646000","2023","Michigan","lansing","23203300300000",34302,NA,2023,"General Purpose","MI Lansing 2023",420221196,NA,621812140,NA,1042033336,402497602,232346115,22758609,12074719,95314503,1107443170,350886671,6092706,NA,-336047254,270303356,-65743898,-666353479,216646234,69096304,70476683,6490181,140207152,69624086,38534888,33202704,286270320,"city of lansing",1,1,0
"256","FL","lakeland city",112640,"1238250","2023","Florida","lakeland","10205301300000",32315,NA,2023,"General Purpose","FL Lakeland 2023",415851557,NA,2506254018,NA,2922105575,166745709,169057317,81885227,14685196,123639913,1362176511,671481843,3330794,136697682,317919606,1041490322,1359409928,36829584,612349443,537236315,5941081,28460722,167829984,127118659,197262135,93683790,739468102,"city of lakeland",1,1,0
"257","FL","pompano beach city",112056,"1258050","2023","Florida","pompano beach","10200601100000",51614,NA,2023,"General Purpose","FL Pompano Beach 2023",393534268,NA,700419540,NA,1093953808,331636907,12418748,15576112,11221500,46874942,675176512,212636733,NA,11060944,295060667,188459586,483520253,-125935112,421842022,157994488,12216872,21817095,185834505,-43979062,47697527,25380050,377862960,"city of pompano beach",1,1,0
"258","CA","costa mesa city",111926,"0616532","2023","California","costa mesa","05203000400000",31821,NA,2023,"General Purpose","CA Costa Mesa 2023",213320587,NA,291767727,NA,505088314,334128589,52376993,7710029,6209276,41332642,469735909,24124512,82086,3061524,110944791,NA,110944791,-166151695,143969910,22541044,19907593,3905958,156933008,59317693,184148147,26188314,203287603,"city of costa mesa",1,1,0
"259","CO","pueblo city",111874,"0862000","2023","Colorado","pueblo","06205100100000",32006,NA,2023,"General Purpose","CO Pueblo 2023",452153747,NA,567970608,NA,1020124355,54161139,10048238,7325814,6694239,48130882,169399570,NA,NA,19153052,571931390,281899687,853831077,123462425,191955874,61768018,24964143,8865494,136246399,39888180,7769298,50795269,231844054,"city of pueblo",1,1,0
"260","FL","miami gardens city",111644,"1245060","2023","Florida","miami gardens","10201310100000",51912,NA,2023,"General Purpose","FL Miami Gardens 2023",179561738,NA,311390893,NA,490952631,87996114,7013692,10554137,16198412,31321792,234379439,58429868,NA,NA,245477195,25409489,270886684,390919,147334854,32598486,8208865,2313800,109398255,5184551,46352563,14457043,152519406,"city of miami gardens",1,1,0
"261","NM","las cruces city",111392,"3539380","2023","New Mexico","las cruces","32200700200000",35919,NA,2023,"General Purpose","NM Las Cruces 2023",197570380,NA,1020200615,NA,1217770995,174702851,34334687,30580370,6535706,85690175,554923197,240352042,NA,11042514,416085690,246757714,662843404,-117017636,283751354,107944119,20766728,13833680,191607791,50400964,117413547,72695075,334152318,"city of las cruces",1,1,0
"262","TX","sugar land city",111032,"4870808","2023","Texas","sugar land","44207900600000",44403,NA,2023,"General Purpose","TX Sugar Land 2023",436127060,NA,978037601,NA,1414164661,47395661,7875704,42474670,6206613,70958406,641060532,550579780,NA,NA,457862469,309972948,767835417,123077925,257271086,124357023,7777684,13646418,156613718,45123757,73577431,29120346,302394843,"city of sugar land",1,1,0
"263","CA","murrieta city",110953,"0650076","2023","California","murrieta","05203320100000",31837,NA,2023,"General Purpose","CA Murrieta 2023",279882738,NA,466762098,NA,746644836,62692810,28061581,10313598,6792674,42113359,225055890,75088295,NA,5393589,559084667,NA,559084667,-840095,140352341,26358037,7658257,27420836,108249373,29334162,246420669,21548587,169686503,"city of murrieta",1,1,0
"264","CA","san buenaventura (ventura) city",110736,"0665042","2023","California","san buenaventura","05205600500000",146591,NA,2023,"General Purpose","CA San Buenaventura 2023",214974877,NA,540165302,NA,755140179,261038890,NA,17984460,7516794,65380287,463713989,99230367,NA,NA,108047324,251496031,359543355,3660787,233207611,91698792,18971267,941930,132357808,10762186,170658916,34276593,243969797,"city of san buenaventura",1,1,0
"265","WA","everett city",110602,"5322640","2023","Washington","everett","48203100500000",39564,NA,2023,"General Purpose","WA Everett 2023",460861954,63389945,1188579720,NA,1649441674,10158360,30127604,34526820,19742515,51974851,300302377,183365785,705705,NA,618074197,738052556,1356126753,327827184,301569983,141799990,37161985,18304405,193985921,89682318,4990994,94948474,391252301,"city of everett",1,1,0
"266","CA","temecula city",109994,"0678120","2023","California","temecula","05203340200000",31839,NA,2023,"General Purpose","CA Temecula 2023",244486171,NA,776107321,NA,1020593492,48719179,6591474,2404764,2810804,33420211,90400622,NA,NA,NA,955226395,NA,955226395,129702636,150471885,29262170,16364380,32428525,123861240,51444430,173744417,36376272,201916315,"city of temecula",1,1,0
"267","MI","dearborn city",109961,"2621000","2023","Michigan","dearborn","23208200300000",34316,NA,2023,"General Purpose","MI Dearborn 2023",244923904,18379552,764770700,NA,1009694604,164580033,51862261,21492010,6948852,47321365,477281782,144381529,NA,NA,225763760,343082708,568846468,-60415545,162619749,90667982,25905757,62842079,126896484,143692553,155002717,28868554,306312302,"city of dearborn",1,1,0
