"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21","url"
"92","FL","Florida",32274,"1245975",2020,"miramar","General Purpose",529832245,23833807,179713651,0,47602887,0,0,0,17124773,228377141,239036449,0,134706,79282,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Miramar/FL%20Miramar%202020.pdf"
"93","IA","Iowa",33329,"1912000",2020,"cedar rapids","General Purpose",712780541,99633826,105020666,0,15485657,0,0,0,10049559,335581798,406166616,0,137723,60977,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IA/Cedar%20Rapids/IA%20Cedar%20Rapids%202020.pdf"
"94","GA","Georgia",42897,"1304000",2020,"atlanta","General Purpose",10846929000,510812000,1114364000,0,992098000,0,18694499000,0,24678000,2042726000,2620248000,0,498722,74107,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Atlanta/GA%20Atlanta%202020.pdf"
"95","IA","Iowa",71073,"1921000",2020,"des moines","General Purpose",866817685,41591897,177894533,0,22869853,0,2085868785,0,0,436787680,508221864,0,214125,60693,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IA/Des%20Moines/IA%20Des%20Moines%202020.pdf"
"96","OR","Oregon",37572,"4159000",2020,"portland","General Purpose",9174347541,330486470,5078795811,0,84298521,7679943,9652816787,0,96499054,2251447753,2330517610,0,652518,79057,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OR/Portland/OR%20Portland%202020.pdf"
"97","ID","Idaho",32682,"1608830",2020,"boise","General Purpose",224761000,52760000,82764000,54173000,15136000,0,1432669000,0,8684000,392568000,479054000,318371000,235712,70217,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ID/Boise/ID%20Boise%202020.pdf"
"98","IL","Illinois",57797,"1751622",2020,"naperville","General Purpose",310752894,45091972,100259576,9451068,20775997,0,0,0,12083906,396904533,413541718,3690693,149559,129664,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Naperville/IL%20Naperville%202020.pdf"
"99","MI","Michigan",167745,"2634000",2020,"grand rapids","General Purpose",963014063,57756055,217559132,0,63949509,0,0,0,15366474,374879063,397077814,20945600,198893,59596,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Grand%20Rapids/MI%20Grand%20Rapids%202020.pdf"
"100","IL","Illinois",32817,"1765000",2020,"rockford","General Purpose",557504222,18323621,316078790,0,39998717,0,0,0,8893199,253215883,286174788,0,148662,44525,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Rockford/IL%20Rockford%202020.pdf"
"101","PA","Pennsylvania",42714,"4260000",2020,"philadelphia","General Purpose",19141711000,1937322000,6095885000,0,1935327000,0,13216525000,0,0,8712288000,8677695000,0,1603799,52899,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/PA/Philadelphia/PA%20Philadelphia%202020.pdf"
"102","PA","Pennsylvania",43862,"4261000",2020,"pittsburgh","General Purpose",1836357586,62813200,776368485,0,402893514,0,540333554,0,5917299,582044068,607218809,0,302958,57821,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/PA/Pittsburgh/PA%20Pittsburgh%202020.pdf"
"103","IL","Illinois",32805,"1703012",2020,"aurora","General Purpose",1097865523,53287369,612961000,0,234550000,0,0,0,20911000,333622732,291745999,-555270461,180526,83996,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Aurora/IL%20Aurora%202020.pdf"
"104","IL","Illinois",96721,"1738570",2020,"joliet","General Purpose",1345518694,32042028,351937553,0,752235970,0,0,0,15607974,304826602,263238078,0,150374,76495,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Joliet/IL%20Joliet%202020.pdf"
"105","MI","Michigan",34317,"2622000",2020,"detroit","General Purpose",5377049394,466040162,1792678121,37262730,445447,0,6069108155,0,98596755,2182546082,2155139212,0,639115,36140,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Detroit/MI%20Detroit%202020.pdf"
"106","KS","Kansas",33460,"2052575",2020,"olathe","General Purpose",570691415,30418204,98421588,0,31071031,0,0,0,6278411,236263832,259339389,88564921,141283,99631,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/Olathe/KS%20Olathe%202020.pdf"
"107","KS","Kansas",114572,"2053775",2020,"overland park","General Purpose",302153100,26638429,55723540,5059964,11740230,0,0,0,9542954,235922829,250583261,57169961,197249,89280,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/Overland%20Park/KS%20Overland%20Park%202020.pdf"
"108","KS","Kansas",33468,"2079000",2020,"wichita","General Purpose",1466116636,64834687,99941000,0,42211000,0,3998755369,0,15075000,598342655,672981776,38275420,397547,56293,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/Wichita/KS%20Wichita%202020.pdf"
"109","SD","South Dakota",38396,"4659020",2020,"sioux falls","General Purpose",360067765,20968348,0,62792225,0,2529330,0,0,14041141,296249764,476376996,253149826,192700,73273,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SD/Sioux%20Falls/SD%20Sioux%20Falls%202020.pdf"
"110","IL","Illinois",32795,"1714000",2020,"chicago","General Purpose",69251891000,4835603000,32958251000,0,1963340000,0,42486362000,0,0,10177766000,11215375000,-37392192000,2746352,66576,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Chicago/IL%20Chicago%202020.pdf"
"111","MI","Michigan",34307,"2676460",2020,"sterling heights","General Purpose",502855953,26401139,195363810,0,97175962,0,0,0,5146913,176418652,183973287,-204910154,134334,69104,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Sterling%20Heights/MI%20Sterling%20Heights%202020.pdf"
"112","MN","Minnesota",1036390,"2743000",2020,"minneapolis","General Purpose",1730749000,103434000,528974000,0,41281000,0,4284535000,0,47724000,1080192000,1147425000,0,429985,69397,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/Minneapolis/MN%20Minneapolis%202020.pdf"
"113","MN","Minnesota",101973,"2758000",2020,"saint paul","General Purpose",1199914233,57593330,214764491,0,267232002,0,2475155703,0,21215650,650396168,703359545,0,311518,66098,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/Saint%20Paul/MN%20Saint%20Paul%202020.pdf"
"114","TN","Tennessee",401755,"4714000",2020,"chattanooga","General Purpose",1411368868,252351235,313924768,2756000,133680042,0,0,0,28732564,1145310012,1213735243,-69244173,181057,55065,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/Chattanooga/TN%20Chattanooga%202020.pdf"
"115","TN","Tennessee",38556,"4715160",2020,"clarksville","General Purpose",596788120,63725979,21296674,0,90211773,0,0,0,7859797,388039923,456618364,65993181,166739,60686,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/Clarksville/TN%20Clarksville%202020.pdf"
"116","TN","Tennessee",38549,"4740000",2020,"knoxville","General Purpose",433508599,28456155,212393379,0,15737674,0,0,0,9647792,300543738,323159708,254558000,190728,45700,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/Knoxville/TN%20Knoxville%202020.pdf"
"117","MI","Michigan",44420,"2684000",2020,"warren","General Purpose",559758460,16935979,168468857,0,193163130,0,0,0,11675707,160359737,224987500,0,139398,60042,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Warren/MI%20Warren%202020.pdf"
"118","MS","Mississippi",34945,"2836000",2020,"jackson","General Purpose",793134613,49496199,225029727,0,66809297,0,0,0,4564793,236971203,264177187,0,153705,35070,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MS/Jackson/MS%20Jackson%202020.pdf"
"119","NY","New York",36072,"3684000",2020,"yonkers","General Purpose",4915299122,311457350,393017963,3192282,3452182595,0,1292619465,0,52157737,1422708718,1249122727,-3348663416,211585,66395,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/Yonkers/NY%20Yonkers%202020.pdf"
"120","NJ","New Jersey",108025,"3436000",2020,"jersey city","General Purpose",61264484,61264484,1081996047,0,1081996047,0,211996582,0,0,1036561603,1049105487,0,292754,81958,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Jersey%20City/NJ%20Jersey%20City%202020.pdf"
"121","TN","Tennessee",38563,"4748000",2020,"memphis","General Purpose",4403060000,605559000,578293000,0,933940000,0,6665198000,0,132839000,2925057000,2869453000,-58318,631539,44317,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/Memphis/TN%20Memphis%202020.pdf"
"122","MO","Missouri",43771,"2938000",2020,"kansas city","General Purpose",5330276000,428601000,870059000,0,115354000,0,9992759000,0,49670000,1960825000,1917677000,0,507971,63396,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/Kansas%20City/MO%20Kansas%20City%202020.pdf"
"123","TN","Tennessee",38559,"4751560",2020,"murfreesboro","General Purpose",648861427,57031039,35263825,15681627,164807646,0,0,0,18711344,469314075,510392503,0,152775,77584,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/Murfreesboro/TN%20Murfreesboro%202020.pdf"
"124","MO","Missouri",35129,"2970000",2020,"springfield","General Purpose",433075689,29510405,139545338,0,0,0,0,0,15576168,308275419,328531330,235844169,169168,41808,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/Springfield/MO%20Springfield%202020.pdf"
"125","MO","Missouri",44598,"2965000",2020,"st louis","General Purpose",3262271000,289003000,572126000,0,629014000,0,3570184000,0,60410000,1117833000,1137784000,0,301574,49965,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/St.%20Louis/MO%20St.%20Louis%202020.pdf"
"126","NJ","New Jersey",35652,"3451000",2020,"newark","General Purpose",538595469,0,0,0,0,0,538595469,538595469,0,946576141,946576141,NA,311552,43242,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Newark/NJ%20Newark%202020.pdf"
"127","TX","Texas",38701,"4817000",2020,"corpus christi","General Purpose",1928720995,87504254,227467000,0,9212565,0,3543052934,0,37242980,485734670,667414021,100111000,317863,59812,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Corpus%20Christi/TX%20Corpus%20Christi%202020.pdf"
"128","TX","Texas",38669,"4819000",2020,"dallas","General Purpose",12969622000,520329000,4693271000,0,530989000,0,2327500000,0,140853000,2718982000,3181977000,-5846746000,1304317,57995,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Dallas/TX%20Dallas%202020.pdf"
"129","TX","Texas",43493,"4819972",2020,"denton","General Purpose",1354089678,112035898,87260281,0,46643540,0,0,0,16831039,461024284,575846216,0,139861,64873,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Denton/TX%20Denton%202020.pdf"
"130","NC","North Carolina",36713,"3712000",2020,"charlotte","General Purpose",6759442000,575342000,618604000,0,531962000,0,18033989000,0,87508000,2026525000,2284998000,0,874607,70869,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/Charlotte/NC%20Charlotte%202020.pdf"
"131","NC","North Carolina",36706,"3719000",2020,"durham","General Purpose",1029720774,63244220,84911103,0,155600034,0,967199798,0,30680043,484850401,556945244,82572000,283588,71343,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/Durham/NC%20Durham%202020.pdf"
"132","NC","North Carolina",196952,"3722920",2020,"fayetteville","General Purpose",237274660,24209611,49957771,0,51538394,0,0,0,8533156,216823751,229636558,45338903,208470,51629,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/Fayetteville/NC%20Fayetteville%202020.pdf"
"133","NC","North Carolina",36710,"3728000",2020,"greensboro","General Purpose",1170826645,99244554,90709688,0,131940179,0,2271809786,0,17117085,541307840,613360174,0,299101,51825,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/Greensboro/NC%20Greensboro%202020.pdf"
"134","TX","Texas",43166,"4824000",2020,"el paso","General Purpose",2782722728,175729645,590743738,0,156786139,0,2850676150,0,69805882,844169891,933071876,-1024908524,678697,51241,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/El%20Paso/TX%20El%20Paso%202020.pdf"
"135","TX","Texas",38708,"4827000",2020,"fort worth","General Purpose",6248476000,379448000,2259058000,0,970878000,0,8971644000,0,160866000,514751000,2590058000,-1458753000,918937,68235,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Fort%20Worth/TX%20Fort%20Worth%202020.pdf"
"136","TX","Texas",43459,"4827684",2020,"frisco","General Purpose",999024599,75918889,37938107,0,3684459,0,0,0,16580833,425756833,527567615,132098212,200536,130118,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Frisco/TX%20Frisco%202020.pdf"
"137","TX","Texas",44101,"4829000",2020,"garland","General Purpose",1457720709,129484878,15972628,0,85640582,0,2488565954,0,29549404,628309131,726223208,144058141,246001,61607,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Garland/TX%20Garland%202020.pdf"
"138","TX","Texas",38704,"4803000",2020,"amarillo","General Purpose",612052250,41911943,66015179,0,50122902,0,0,0,24925020,314275532,358800819,0,200377,55572,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Amarillo/TX%20Amarillo%202020.pdf"
"139","TX","Texas",1266572,"4830464",2020,"grand prairie","General Purpose",679577059,50413291,63584025,0,66963564,0,0,0,21533868,395539881,434961284,0,196138,68473,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Grand%20Prairie/TX%20Grand%20Prairie%202020.pdf"
"140","RI","Rhode Island",98502,"4459000",2020,"providence","General Purpose",3516821000,127712000,1556023000,0,1122063000,0,0,0,41516000,1023432000,964851000,-2298867000,190932,60970,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/RI/Providence/RI%20Providence%202020.pdf"
"141","TX","Texas",31543,"4804000",2020,"arlington","General Purpose",2015112000,55342000,140590000,275000,125761000,65000,4642449000,0,39544000,598609000,988707000,0,394257,59889,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Arlington/TX%20Arlington%202020.pdf"
"142","TX","Texas",38712,"4805000",2020,"austin","General Purpose",15202009000,536339000,3003314000,0,3504494000,0,18022079000,0,180250000,4579745000,4246064000,0,961900,79542,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Austin/TX%20Austin%202020.pdf"
"143","NC","North Carolina",36728,"3755000",2020,"raleigh","General Purpose",2241239412,191899615,157437366,0,190900860,0,4823292790,0,32553519,795974736,973529224,0,467762,74612,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/Raleigh/NC%20Raleigh%202020.pdf"
"144","NE","Nebraska",35447,"3128000",2020,"lincoln","General Purpose",1682625102,173650869,75894676,0,20079000,0,3971024659,0,31729000,763956441,878865771,0,291105,62294,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/Lincoln/NE%20Lincoln%202020.pdf"
"145","TX","Texas",43770,"4835000",2020,"houston","General Purpose",25651079000,803248000,4944343000,0,2233624000,0,26236230000,0,522645000,5521131000,5507561000,-7401262000,2301572,55499,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Houston/TX%20Houston%202020.pdf"
"146","TX","Texas",38663,"4810768",2020,"brownsville","General Purpose",330283167,36152938,34638141,0,64274486,0,0,0,14222823,165107555,183732116,-86429841,186717,47435,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Brownsville/TX%20Brownsville%202020.pdf"
"147","NC","North Carolina",36708,"3775000",2020,"winston-salem","General Purpose",1083821870,29047731,108050925,0,7852505,0,2121870086,0,16677959,399880634,452557098,0,249562,54228,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/Winston-Salem/NC%20Winston-Salem%202020.pdf"
"148","NE","Nebraska",35443,"3137000",2020,"omaha","General Purpose",3055956416,83975087,967110658,0,491560909,0,3342876261,0,93007157,779610291,945243629,0,491743,62948,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/Omaha/NE%20Omaha%202020.pdf"
"149","TX","Texas",47012,"4837000",2020,"irving","General Purpose",1041752554,49882637,164966856,0,16706512,0,2026247410,0,36386710,427556057,465446366,47752358,256687,70340,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Irving/TX%20Irving%202020.pdf"
"150","IN","Indiana",33221,"1825000",2020,"fort wayne","General Purpose",1390532275,51344214,237996172,0,167460423,0,2686383409,0,18194635,509591066,573922167,0,263914,54737,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IN/Fort%20Wayne/IN%20Fort%20Wayne%202020.pdf"
"151","TX","Texas",38654,"4839148",2020,"killeen","General Purpose",359323391,21327749,89852954,0,14156508,0,0,0,13535320,174763029,187868354,-54365580,153143,51619,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Killeen/TX%20Killeen%202020.pdf"
"152","TX","Texas",40881,"4841464",2020,"laredo","General Purpose",1409404951,46912739,250329436,0,265995373,0,2024649090,0,44279265,549516642,526385016,-241882780,255212,52438,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Laredo/TX%20Laredo%202020.pdf"
"153","OH","Ohio",42939,"3901000",2020,"akron","General Purpose",1916598410,82584823,259698109,718158,171057880,0,0,0,62368936,498167548,565229261,-402749954,190416,41628,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/Akron/OH%20Akron%202020.pdf"
"154","TX","Texas",38693,"4845000",2020,"lubbock","General Purpose",1869606346,96255991,167632275,0,150930890,0,2981185936,0,38129914,640991169,749999064,0,257157,54747,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Lubbock/TX%20Lubbock%202020.pdf"
"155","TX","Texas",44040,"4845384",2020,"mcallen","General Purpose",396724182,31067126,41827931,0,11510277,0,0,0,13816512,253662336,285248430,0,142195,57359,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Mcallen/TX%20Mcallen%202020.pdf"
"156","TX","Texas",46697,"4845744",2020,"mckinney","General Purpose",591337974,47042410,38898797,0,23765506,0,0,0,15467548,339312994,423479437,157550726,195326,98317,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Mckinney/TX%20Mckinney%202020.pdf"
"157","VA","Virginia",230334,"5135000",2020,"hampton","General Purpose",673993504,58737317,142947126,0,71713959,0,0,0,8908072,407604623,430799247,-55881705,137158,57647,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Hampton/VA%20Hampton%202020.pdf"
"158","OH","Ohio",98182,"3977000",2020,"toledo","General Purpose",1732226000,48479000,367616000,0,113536000,0,2607625000,0,37817000,479463000,561603000,-230079000,270880,44150,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/Toledo/OH%20Toledo%202020.pdf"
"159","SC","South Carolina",38278,"4513330",2020,"charleston","General Purpose",610025602,36521609,211790739,0,36197022,0,0,0,10204868,281583871,335628188,-149584684,150288,74139,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SC/Charleston/SC%20Charleston%202020.pdf"
"160","OH","Ohio",36933,"3915000",2020,"cincinnati","General Purpose",3389782000,125427000,1498856000,0,211704000,0,4154115000,0,142610000,1432631000,1101279000,-1507445000,309561,42733,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/Cincinnati/OH%20Cincinnati%202020.pdf"
"161","OH","Ohio",36922,"3916000",2020,"cleveland","General Purpose",4080064000,410745000,893120000,0,344486000,0,6610756000,0,0,1542066000,1566228000,0,372632,35562,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/Cleveland/OH%20Cleveland%202020.pdf"
"162","OH","Ohio",44337,"3918000",2020,"columbus","General Purpose",7128521000,239192000,1466875000,0,471418000,0,9939955000,0,116703000,2196145000,2468026000,0,905839,58202,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/Columbus/OH%20Columbus%202020.pdf"
"163","OH","Ohio",36942,"3921000",2020,"dayton","General Purpose",660620683,36150263,255767962,1098473,97078208,0,0,0,16930640,383218629,409680982,0,137624,39315,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/Dayton/OH%20Dayton%202020.pdf"
"164","SC","South Carolina",38289,"4516000",2020,"columbia","General Purpose",1461095233,75244528,221387000,0,229909006,0,0,0,11247015,368114850,395232944,0,136803,47524,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SC/Columbia/SC%20Columbia%202020.pdf"
"165","UT","Utah",41176,"4967000",2020,"salt lake city","General Purpose",3012856762,278617370,118987870,0,0,0,0,0,30387036,734658809,875084318,608258480,199711,66658,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/UT/Salt%20Lake%20City/UT%20Salt%20Lake%20City%202020.pdf"
"166","UT","Utah",102303,"4983470",2020,"west valley city","General Purpose",229305953,29368418,12976675,0,0,0,0,0,6151576,131041781,149504251,-6775023,140239,74348,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/UT/West%20Valley%20City/UT%20West%20Valley%20City%202020.pdf"
"167","VA","Virginia",230207,"5101000",2020,"alexandria","General Purpose",1176176353,65175427,185290567,4407297,50704397,0,0,0,28202197,892166452,906563898,100788755,159461,101162,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Alexandria/VA%20Alexandria%202020.pdf"
"168","TX","Texas",38671,"4847892",2020,"mesquite","General Purpose",554665943,26571755,117522022,0,35865706,0,0,0,20474312,230092506,267920593,-89201040,150227,60957,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Mesquite/TX%20Mesquite%202020.pdf"
"169","NJ","New Jersey",35679,"3421000",2020,"elizabeth","General Purpose",670972623,0,286011195,0,180119805,0,0,0,0,399521733,452415129,0,137310,51549,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Elizabeth/NJ%20Elizabeth%202020.pdf"
"170","VA","Virginia",230275,"5116000",2020,"chesapeake","General Purpose",1137616969,84316399,162210178,0,41676036,0,3110000000,0,23227413,815696278,855449210,252237138,249415,88815,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Chesapeake/VA%20Chesapeake%202020.pdf"
"171","NJ","New Jersey",35675,"3457000",2020,"paterson","General Purpose",244762320,0,376731517,0,179998703,0,0,0,0,366154381,368285741,0,159759,46451,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Paterson/NJ%20Paterson%202020.pdf"
"172","TX","Texas",38681,"4856000",2020,"pasadena","General Purpose",302385781,29825022,16298335,0,54908141,0,0,0,34439669,195619593,233589627,0,151897,60939,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Pasadena/TX%20Pasadena%202020.pdf"
"173","TX","Texas",38665,"4858016",2020,"plano","General Purpose",747692669,66533729,74014899,0,12327491,0,2363327140,0,48803200,599131634,649535368,0,285469,95002,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Plano/TX%20Plano%202020.pdf"
"174","NM","New Mexico",35917,"3502000",2020,"albuquerque","General Purpose",2308654159,201164074,773785015,0,256989344,0,5617109467,0,47498529,1083142461,1120158995,0,564581,58512,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NM/Albuquerque/NM%20Albuquerque%202020.pdf"
"175","NV","Nevada",35518,"3231900",2020,"henderson","General Purpose",1048710549,67676930,411959319,0,85625605,0,3585036318,0,50511244,573522707,586622261,555502066,317310,77924,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Henderson/NV%20Henderson%202020.pdf"
"176","NV","Nevada",35519,"3240000",2020,"las vegas","General Purpose",1814290240,97549812,878316585,0,55107913,0,5911170390,0,48860079,958211865,1224995479,0,644866,59746,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Las%20Vegas/NV%20Las%20Vegas%202020.pdf"
"177","TX","Texas",38656,"4865000",2020,"san antonio","General Purpose",6535995000,443951000,993046000,0,1170748000,0,8654512000,0,245737000,2580564000,2570306000,-1235228000,1434367,54923,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/San%20Antonio/TX%20San%20Antonio%202020.pdf"
"178","NV","Nevada",35520,"3251800",2020,"north las vegas","General Purpose",756950708,36924302,218565388,0,43455396,0,2374684619,0,39763823,388962525,492604694,522549050,259520,67035,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/North%20Las%20Vegas/NV%20North%20Las%20Vegas%202020.pdf"
"179","NV","Nevada",35523,"3260600",2020,"reno","General Purpose",1064576354,41238414,249852734,0,168272737,0,1857669187,0,25389581,365774923,478643006,318132905,264147,67478,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Reno/NV%20Reno%202020.pdf"
"180","TX","Texas",38696,"4876000",2020,"waco","General Purpose",643679616,37810215,NA,NA,NA,NA,1375034179,509171841,NA,-275657936,168197297,157314348,140119,49952,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/Waco/TX%20Waco%202020.pdf"
"181","WA","Washington",39549,"5335415",2020,"kent","General Purpose",196182506,25903520,17699025,13742830,25108554,0,0,0,6816346,223777143,282278894,224648434,136609,81373,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/Kent/WA%20Kent%202020.pdf"
"182","VA","Virginia",230388,"5156000",2020,"newport news","General Purpose",1061036400,113445135,319123372,7570636,90719491,0,0,0,21902807,645901254,706664672,-206890591,186243,58937,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Newport%20News/VA%20Newport%20News%202020.pdf"
"183","VA","Virginia",230389,"5157000",2020,"norfolk","General Purpose",2126539198,190368768,319781825,0,75620871,0,2797625060,0,26136799,909352298,936078688,0,238001,58591,"https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Norfolk/VA%20Norfolk%202020.pdf"
