state.abb,state.name,id_22,year_22,name,category_22,total_liabilities_22,current_liabilities_22,total_assets_22,current_assets_22,compensated_absences_22,expenses_22,revenues_22,unrestricted_22,ncesID,name_nces_22,enrollment_20_22,fte_20_22,revenue_nces_20_22,expenditure_nces_20_22,enrollment_21_22,fte_21_22,revenue_nces_21_22,expenditure_nces_21_22,county_22,city_22,zip_22,zip4_22,locale_22,latitude_22,longitude_22,congresstional_code_22,metro_code_22,enrollment_22_22,fte_22_22,url_22,modified_revenues_22,net_pension_liability_22,net_opeb_liability_22,assets_liab_ratio_22,name_state,state.abb_20,state.name_20,id_20,year_20,name_20,category_20,total_liabilities_20,current_liabilities_20,total_assets_20,current_assets_20,compensated_absences_20,expenses_20,revenues_20,unrestricted_20,name_nces_20,enrollment_20_20,fte_20_20,revenue_nces_20_20,expenditure_nces_20_20,enrollment_21_20,fte_21_20,revenue_nces_21_20,expenditure_nces_21_20,county_20,city_20,zip_20,zip4_20,locale_20,latitude_20,longitude_20,congresstional_code_20,metro_code_20,enrollment_22_20,fte_22_20,url_20,modified_revenues_20,net_pension_liability_20,net_opeb_liability_20,assets_liab_ratio_20,name_state_20,total_liabilities_growth,expenses_growth,net_opeb_liability_growth,net_pension_liability_growth,revenues_growth,total_assets_growth,assets_liab_ratio_growth
CO,Colorado,32057,2022,Jefferson County School District,School District,2221930001,173055116,1891292014,85512482,5743337,566942357,980930517,0,0804800,jefferson county school district no. r-1,84078,4726.72,1111695000,1118672000,80099,4700.91,1066060000,1181318000,Jefferson County,Golden,80401,1,21-Suburb: Large,39.73862,-105.164489,807,1-Metropolitan Area,76904,4722.6,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/CO/Jefferson%20County%20School%20District/CO%20Jefferson%20County%20School%20District%202022.pdf,240933044,1032420784,49949079,1.1748212251479426,"Golden, CO",CO,Colorado,32057,2020,Jefferson County School District,School District,2353743121,193639125,1676185911,0,5735402,731016376,1017567920,-1889181482,jefferson county school district no. r-1,84078,4726.72,1111695000,1118672000,80099,4700.91,1066060000,1181318000,Jefferson County,Golden,80401,1,21-Suburb: Large,39.73862,-105.164489,807,1-Metropolitan Area,76904,4722.6,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/CO/Jefferson%20County%20School%20District/CO%20Jefferson%20County%20School%20District%202020.pdf,92912419,1347298359,66246238,1.404225572804018,"Golden, CO",-5.600148921263698,-22.444643428890846,-0.2460088224179613,-23.371035294194993,-0.036004872284102665,0.12833069505498307,-0.16336716272585106
CO,Colorado,32045,2022,Douglas County School District Re. 1,School District,1179974812,80110367,1173435856,369437141,5197881,554339436,867335496,0,0803450,douglas county school district no. re 1,67305,3680.47,855927000,854698000,62979,3664.71,831121000,869311000,Douglas County,Castle Rock,80108,NA,21-Suburb: Large,39.375981,-104.859375,804,1-Metropolitan Area,63596,3609.66,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/CO/Douglas%20County%20School%20District%20RE.%201/CO%20Douglas%20County%20School%20District%20RE.%201%202022.pdf,232885693,636750686,30807156,1.0055724869549238,"Castle Rock, CO",CO,Colorado,32045,2020,Douglas County School District Re. 1,School District,1545454919,82144302,1186675548,0,5608455,619988621,809862038,-1266898849,douglas county school district no. re 1,67305,3680.47,855927000,854698000,62979,3664.71,831121000,869311000,Douglas County,Castle Rock,80108,NA,21-Suburb: Large,39.375981,-104.859375,804,1-Metropolitan Area,63596,3609.66,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/CO/Douglas%20County%20School%20District%20RE.%201/CO%20Douglas%20County%20School%20District%20RE.%201%202020.pdf,107729115,864936787,42529387,1.302339903779664,"Castle Rock, CO",-23.64870708985074,-10.588772563940331,-0.2756266155446821,-26.381824016464222,0.07096697376004184,-0.011156960318525077,-0.22787247473832192
CO,Colorado,32036,2022,Cherry Creek School District No. 5,School District,1847264298,92707731,1384200573,478176864,44679713,493566705,866999574,0,0802910,cherry creek school district no. 5 in the county of arapah,56228,3234.26,782035000,782350000,54184,3367.93,798786000,781829000,Arapahoe County,Greenwood Village,80111,1394,11-City: Large,39.631056,-104.884328,806,1-Metropolitan Area,53587,3194.09,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/CO/Cherry%20Creek%20School%20District%20No.%205/CO%20Cherry%20Creek%20School%20District%20No.%205%202022.pdf,280725138,845137624,40888024,1.3345351345985896,"Greenwood Village, CO",CO,Colorado,32036,2020,Cherry Creek School District No. 5,School District,1931718440,90398684,1155917605,0,48136892,569719633,770750774,-1646969181,cherry creek school district no. 5 in the county of arapah,56228,3234.26,782035000,782350000,54184,3367.93,798786000,781829000,Arapahoe County,Greenwood Village,80111,1394,11-City: Large,39.631056,-104.884328,806,1-Metropolitan Area,53587,3194.09,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/CO/Cherry%20Creek%20School%20District%20No.%205/CO%20Cherry%20Creek%20School%20District%20No.%205%202020.pdf,110632457,1074427362,52826631,1.6711558260244683,"Greenwood Village, CO",-4.371969550593512,-13.366737530001885,-0.22599599433096537,-21.3406458276702,0.12487668290035346,0.1974906922539691,-0.20142986439910246
FL,Florida,69706,2022,The School Board Of Miami-Dade County,School District,5172321000,354684000,5796042000,1291256000,344064000,4310277000,4525881000,0,1200390,miami-dade,347307,18373,4055452000,4111909000,334261,16758,4324851000,4158104000,Miami-Dade County,Miami,33132,1308,21-Suburb: Large,25.78893,-80.190942,1224,1-Metropolitan Area,328589,17365,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Miami-Dade%20County/FL%20The%20School%20Board%20of%20Miami-Dade%20County%202022.pdf,-139080000,979938000,293561000,0.8923884609531815,"Miami, FL",FL,Florida,69706,2020,The School Board Of Miami-Dade County,School District,6325737000,332872000,5663054000,0,328950000,4314370000,4120010000,0,miami-dade,347307,18373,4055452000,4111909000,334261,16758,4324851000,4158104000,Miami-Dade County,Miami,33132,1308,21-Suburb: Large,25.78893,-80.190942,1224,1-Metropolitan Area,328589,17365,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Miami-Dade%20County/FL%20The%20School%20Board%20of%20Miami-Dade%20County%202020.pdf,-527232000,1948945000,201343000,1.1170186616620643,"Miami, FL",-18.23370146435111,-0.0948690075260119,0.45801443308185535,-49.71956622685607,0.09851213953364191,0.023483441973182667,-0.20109798378358787
FL,Florida,68696,2022,The School Board Of Broward County,School District,4101087000,365083000,4924977000,1024536000,185405000,3098004000,3345977000,0,1200180,broward,269172,14111.43,3003196000,3148988000,260235,13737.49,2979069000,3179172000,Broward County,Fort Lauderdale,33301,3125,21-Suburb: Large,26.114594,-80.139472,1222,1-Metropolitan Area,256037,13341.46,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Broward%20County/FL%20The%20School%20Board%20of%20Broward%20County%202022.pdf,-117110000,717399000,218703000,0.8327119091114538,"Fort Lauderdale, FL",FL,Florida,68696,2020,The School Board Of Broward County,School District,4251168000,387059000,4122013000,0,188261000,3132393000,3041050000,-1301125000,broward,269172,14111.43,3003196000,3148988000,260235,13737.49,2979069000,3179172000,Broward County,Fort Lauderdale,33301,3125,21-Suburb: Large,26.114594,-80.139472,1222,1-Metropolitan Area,256037,13341.46,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20Board%20of%20Broward%20County/FL%20The%20School%20Board%20of%20Broward%20County%202020.pdf,-478402000,1419517000,216322000,1.0313329919143874,"Fort Lauderdale, FL",-3.530347424519567,-1.0978507486129614,0.01100673995247825,-49.46175354011258,0.10027030137616942,0.1947989974801147,-0.19258676330546548
FL,Florida,102323,2022,Orange County District School Board,School District,1985696688,203267604,7604027178,752029942,125284035,2528667847,3077292844,-506399025,1201440,orange,208875,11946,2658681000,2665506000,199089,11757,2801991000,2627445000,Orange County,Orlando,32801,1129,21-Suburb: Large,28.55013,-81.385021,1210,1-Metropolitan Area,203224,11386,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Orange%20County%20District%20School%20Board/FL%20Orange%20County%20District%20School%20Board%202022.pdf,345357393,559308621,48695858,0.2611375053662387,"Orlando, FL",FL,Florida,102323,2020,Orange County District School Board,School District,2680621894,200205542,6833017932,0,130124266,2518940161,2676919286,-559927723,orange,208875,11946,2658681000,2665506000,199089,11757,2801991000,2627445000,Orange County,Orlando,32801,1129,21-Suburb: Large,28.55013,-81.385021,1210,1-Metropolitan Area,203224,11386,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Orange%20County%20District%20School%20Board/FL%20Orange%20County%20District%20School%20Board%202020.pdf,-42226417,1128084763,58851299,0.39230423813850457,"Orlando, FL",-25.92402932899421,0.3861817025513692,-0.17256103386944782,-50.419628086050125,0.14956504669151238,0.11283582944942284,-0.33434951759546616
FL,Florida,93789,2022,The School District Of Palm Beach County,School District,2604310000,240842000,4952512000,1836573000,217469000,2632326000,2972557000,0,1201500,palm beach,194675,11882.84,2591858000,2555723000,187057,11696.46,2744547000,2522461000,Palm Beach County,West Palm Beach,33406,5869,21-Suburb: Large,26.64925,-80.093741,1221,1-Metropolitan Area,187943,11554.7,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Palm%20Beach%20County/FL%20The%20School%20District%20of%20Palm%20Beach%20County%202022.pdf,99389000,616040000,63218000,0.525856373492886,"West Palm Beach, FL",FL,Florida,93789,2020,The School District Of Palm Beach County,School District,3401701000,193035000,4514995000,0,212428000,2568945000,2551761000,0,palm beach,194675,11882.84,2591858000,2555723000,187057,11696.46,2744547000,2522461000,Palm Beach County,West Palm Beach,33406,5869,21-Suburb: Large,26.64925,-80.093741,1221,1-Metropolitan Area,187943,11554.7,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Palm%20Beach%20County/FL%20The%20School%20District%20of%20Palm%20Beach%20County%202020.pdf,-210219000,1151170000,199429000,0.7534229827497041,"West Palm Beach, FL",-23.44094910164062,2.4671995702516014,-0.6830049792156607,-46.485749281166115,0.16490415834398284,0.09690309734562275,-0.3020436255160248
FL,Florida,165645,2022,Duval County Public Schools,School District,831526613,72468700,1538858062,203792195,60153489,1454171462,1622124555,-373691290,1200480,duval,130279,6851,1329442000,1282135000,126815,6539,1436463000,1354660000,Duval County,Jacksonville,32207,8152,11-City: Large,30.317393,-81.650348,1204,1-Metropolitan Area,128948,7126,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Duval%20County%20Public%20Schools/FL%20Duval%20County%20Public%20Schools%202022.pdf,95484393,284255138,47375605,0.5403530276985351,"Jacksonville, FL",FL,Florida,165645,2020,Duval County Public Schools,School District,1094293954,43887020,1356038350,0,58511989,1334173631,1315060542,-362278737,duval,130279,6851,1329442000,1282135000,126815,6539,1436463000,1354660000,Duval County,Jacksonville,32207,8152,11-City: Large,30.317393,-81.650348,1204,1-Metropolitan Area,128948,7126,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Duval%20County%20Public%20Schools/FL%20Duval%20County%20Public%20Schools%202020.pdf,-63000109,559189287,33766979,0.8069786182669538,"Jacksonville, FL",-24.01250048394218,8.994168990587703,0.40301579836324714,-49.16656226999571,0.23349800499146905,0.13481898354865848,-0.3303998204326861
FL,Florida,98989,2022,School District Of Polk County,School District,815147783,21434567,1849325066,586645395,62230295,1252803438,1262478187,-422096511,1201590,polk,102952,5856,1214768000,1182799000,100495,5865,1186101000,1295313000,Polk County,Bartow,33830,7124,22-Suburb: Mid-size,27.87546,-81.846336,1217,1-Metropolitan Area,105422,5927,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/School%20District%20of%20Polk%20County/FL%20School%20District%20of%20Polk%20County%202022.pdf,-11759818,250868681,48799141,0.44078123310312606,"Bartow, FL",FL,Florida,98989,2020,School District Of Polk County,School District,1056455681,88624854,1655425541,0,42123376,1118958295,1149637602,-372615684,polk,102952,5856,1214768000,1182799000,100495,5865,1186101000,1295313000,Polk County,Bartow,33830,7124,22-Suburb: Mid-size,27.87546,-81.846336,1217,1-Metropolitan Area,105422,5927,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/School%20District%20of%20Polk%20County/FL%20School%20District%20of%20Polk%20County%202020.pdf,-57945547,501853478,33902309,0.6381777101021543,"Bartow, FL",-22.841270328688783,11.96158459149722,0.4394046435008306,-50.01156871528147,0.09815317870926772,0.11712971692032145,-0.3093127100403281
FL,Florida,69989,2022,District School Board Of Pinellas County,School District,736047671,108070274,2509705281,130808970,97406214,1169154119,1243545374,-583114357,1201560,pinellas,99772,7379.84,1112631000,1159835000,96068,6829.44,1203245000,1231545000,Pinellas County,Largo,33770,3536,11-City: Large,27.914041,-82.793562,1213,1-Metropolitan Area,95446,6007.53,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/District%20School%20Board%20of%20Pinellas%20County/FL%20District%20School%20Board%20of%20Pinellas%20County%202022.pdf,-33679019,305861431,61258742,0.29328052045486375,"Largo, FL",FL,Florida,69989,2020,District School Board Of Pinellas County,School District,931076698,85950164,2324325507,0,94211770,1165276481,1129321171,-590327898,pinellas,99772,7379.84,1112631000,1159835000,96068,6829.44,1203245000,1231545000,Pinellas County,Largo,33770,3536,11-City: Large,27.914041,-82.793562,1213,1-Metropolitan Area,95446,6007.53,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/District%20School%20Board%20of%20Pinellas%20County/FL%20District%20School%20Board%20of%20Pinellas%20County%202020.pdf,-121905474,608061187,52281715,0.400579305779653,"Largo, FL",-20.94661239175379,0.33276549069902667,0.1717049067728555,-49.69890571226346,0.10114412616461965,0.07975637381326556,-0.2678590325976829
FL,Florida,32402,2022,The School District Of Lee County,School District,946684313,149992022,2185547139,854497039,70634864,1168900535,1171582833,-295050661,1201080,lee,95613,5194.6,1161742000,1103854000,94927,5156.15,1185267000,1151329000,Lee County,Fort Myers,33966,1012,21-Suburb: Large,26.5997,-81.8536,1219,1-Metropolitan Area,97264,5170.54,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Lee%20County/FL%20The%20School%20District%20of%20Lee%20County%202022.pdf,-147309724,246395024,52461989,0.433156666404897,"Fort Myers, FL",FL,Florida,32402,2020,The School District Of Lee County,School District,1278007845,115331940,1962717291,0,69471993,1102540344,1150757420,0,lee,95613,5194.6,1161742000,1103854000,94927,5156.15,1185267000,1151329000,Lee County,Fort Myers,33966,1012,21-Suburb: Large,26.5997,-81.8536,1219,1-Metropolitan Area,97264,5170.54,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/The%20School%20District%20of%20Lee%20County/FL%20The%20School%20District%20of%20Lee%20County%202020.pdf,-67114864,486925058,50552528,0.6511420930871088,"Fort Myers, FL",-25.924999857884284,6.018844694539359,0.037771820234192836,-49.397752292304496,0.01809713553704481,0.11353130123313313,-0.33477397483048305
FL,Florida,148148,2022,Pasco County District School Board,School District,1069763344,89797654,1897668683,140365999,43238611,845070031,999482073,0,1201530,pasco,76661,4650.93,819581000,807965000,77125,4790.18,888274000,928434000,Pasco County,Land O Lakes,34638,2826,21-Suburb: Large,28.262694,-82.477158,1212,1-Metropolitan Area,81157,4711.88,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Pasco%20County%20District%20School%20Board/FL%20Pasco%20County%20District%20School%20Board%202022.pdf,64614388,204212328,112148615,0.5637250346086888,"Land O Lakes, FL",FL,Florida,148148,2020,Pasco County District School Board,School District,1220077040,66761812,1680238811,490655874,39145831,801681147,823883566,-307828485,pasco,76661,4650.93,819581000,807965000,77125,4790.18,888274000,928434000,Pasco County,Land O Lakes,34638,2826,21-Suburb: Large,28.262694,-82.477158,1212,1-Metropolitan Area,81157,4711.88,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Pasco%20County%20District%20School%20Board/FL%20Pasco%20County%20District%20School%20Board%202020.pdf,-44559393,397491576,98611974,0.7261331139434084,"Land O Lakes, FL",-12.320016775334123,5.412237042416066,0.1372717779688702,-48.62474066620219,0.2131351009373089,0.12940414813451181,-0.22366157969677297
FL,Florida,93779,2022,Brevard District School Board County,School District,716195226,89921952,1224262303,298070545,41382265,820790396,915719479,-291996263,1200150,brevard,73962,4515.1,800729000,791424000,70996,4397.07,834159000,780295000,Brevard County,Viera,32940,6601,21-Suburb: Large,28.248696,-80.736704,1208,1-Metropolitan Area,72497,4433.3,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Brevard%20District%20School%20Board%20County/FL%20Brevard%20District%20School%20Board%20County%202022.pdf,5007131,192510509,17479901,0.5850014529116805,"Viera, FL",FL,Florida,93779,2020,Brevard District School Board County,School District,970289235,92412721,1149360306,0,45586220,809117325,802974791,0,brevard,73962,4515.1,800729000,791424000,70996,4397.07,834159000,780295000,Brevard County,Viera,32940,6601,21-Suburb: Large,28.248696,-80.736704,1208,1-Metropolitan Area,72497,4433.3,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Brevard%20District%20School%20Board%20County/FL%20Brevard%20District%20School%20Board%20County%202020.pdf,-98555255,393361434,17244106,0.8441993602309075,"Viera, FL",-26.187450075131462,1.4426920100864236,0.013673947492551948,-51.060146633490255,0.14040875163663763,0.06516842160721009,-0.30703400112543383
FL,Florida,198253,2022,Osceola County District School Board,School District,513854719,31825233,1647382054,425389029,37951973,753198847,935328714,0,1201470,osceola,69925,4045.71,783041000,728329000,68640,3925.91,840959000,743210000,Osceola County,Kissimmee,34744,4492,21-Suburb: Large,28.298868,-81.361335,1209,1-Metropolitan Area,72427,3600.57,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Osceola%20County%20District%20School%20Board/FL%20Osceola%20County%20District%20School%20Board%202022.pdf,150304634,151318672,15279565,0.3119220084693238,"Kissimmee, FL",FL,Florida,198253,2020,Osceola County District School Board,School District,629910852,23003444,1311442682,0,39187184,709946823,795253071,0,osceola,69925,4045.71,783041000,728329000,68640,3925.91,840959000,743210000,Osceola County,Kissimmee,34744,4492,21-Suburb: Large,28.298868,-81.361335,1209,1-Metropolitan Area,72427,3600.57,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Osceola%20County%20District%20School%20Board/FL%20Osceola%20County%20District%20School%20Board%202020.pdf,62302804,297815602,15687722,0.4803190109989115,"Kissimmee, FL",-18.42421552692983,6.092290661606356,-0.026017607910186067,-49.190481968100514,0.17613970710463311,0.25616016362047916,-0.35059408158626754
FL,Florida,32425,2022,District School Board Of Seminole County,School District,368504409,46140769,1107092012,72432150,20636340,671846476,746766650,0,1201710,seminole,68096,3571.49,682448000,674976000,66226,3307.17,724493000,669438000,Seminole County,Sanford,32773,7125,21-Suburb: Large,28.75788,-81.284129,1207,1-Metropolitan Area,66729,3543.27,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/District%20School%20Board%20of%20Seminole%20County/FL%20District%20School%20Board%20of%20Seminole%20County%202022.pdf,28779405,172583468,9869686,0.3328579783845464,"Sanford, FL",FL,Florida,32425,2020,District School Board Of Seminole County,School District,601902285,47248046,1044792429,0,24284316,666147076,682225811,-187098883,seminole,68096,3571.49,682448000,674976000,66226,3307.17,724493000,669438000,Seminole County,Sanford,32773,7125,21-Suburb: Large,28.75788,-81.284129,1207,1-Metropolitan Area,66729,3543.27,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/District%20School%20Board%20of%20Seminole%20County/FL%20District%20School%20Board%20of%20Seminole%20County%202020.pdf,-31169311,346916779,18813350,0.5760974795501701,"Sanford, FL",-38.77670542486809,0.855576824599017,-0.4753892315828919,-50.252199245744755,0.09460333801413444,0.05962867003126034,-0.42221934620431006
FL,Florida,70626,2022,Volusia County District School Board,School District,677407707,83282349,1596030940,148848061,58564008,692783836,784666880,0,1201920,volusia,63009,3844.04,671121000,668962000,61088,3664.93,717538000,673085000,Volusia County,Deland,32720,4207,13-City: Small,29.030183,-81.308481,1206,1-Metropolitan Area,62666,3782.92,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Volusia%20County%20District%20School%20Board/FL%20Volusia%20County%20District%20School%20Board%202022.pdf,8600695,166740065,52779620,0.42443269113567433,"Deland, FL",FL,Florida,70626,2020,Volusia County District School Board,School District,791182331,31114348,1416147346,0,62019497,669777965,663782752,0,volusia,63009,3844.04,671121000,668962000,61088,3664.93,717538000,673085000,Volusia County,Deland,32720,4207,13-City: Small,29.030183,-81.308481,1206,1-Metropolitan Area,62666,3782.92,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Volusia%20County%20District%20School%20Board/FL%20Volusia%20County%20District%20School%20Board%202020.pdf,-37109561,338806631,18586161,0.558686448295614,"Deland, FL",-14.380329229066163,3.4348503835894335,1.839726826857897,-50.786067997588866,0.1821139938267031,0.1270232186700719,-0.24030251238330175
FL,Florida,148130,2022,Manatee County District School Board,School District,477014109,31353196,1297267812,261929532,33716952,626010304,735538045,0,1201230,manatee,50088,2945.63,606069000,604864000,49181,2856.84,642636000,618914000,Manatee County,Bradenton,34205,8840,21-Suburb: Large,27.494847,-82.564795,1216,1-Metropolitan Area,50248,2928.34,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Manatee%20County%20District%20School%20Board/FL%20Manatee%20County%20District%20School%20Board%202022.pdf,78174545,142380945,17487904,0.36770673301805473,"Bradenton, FL",FL,Florida,148130,2020,Manatee County District School Board,School District,651729633,49829053,1196146727,0,34677143,638104506,618558687,-206601571,manatee,50088,2945.63,606069000,604864000,49181,2856.84,642636000,618914000,Manatee County,Bradenton,34205,8840,21-Suburb: Large,27.494847,-82.564795,1216,1-Metropolitan Area,50248,2928.34,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Manatee%20County%20District%20School%20Board/FL%20Manatee%20County%20District%20School%20Board%202020.pdf,-69374872,278088728,11302048,0.5448575983939469,"Bradenton, FL",-26.80797606144755,-1.895332486493991,0.5473216889540727,-48.800173950236484,0.18911602158131197,0.08453903080403613,-0.32513241239192053
FL,Florida,32378,2022,Collier County District School Board,School District,374831507,25855793,1338386580,433224419,40334976,688056751,770897526,0,1200330,collier,47834,2786.05,670634000,653870000,46329,2713.75,691957000,656509000,Collier County,Naples,34109,919,21-Suburb: Large,26.220768,-81.758198,1219,1-Metropolitan Area,47617,2847.74,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Collier%20County%20District%20School%20Board/FL%20Collier%20County%20District%20School%20Board%202022.pdf,56984982,157178954,4668040,0.280062212668032,"Naples, FL",FL,Florida,32378,2020,Collier County District School Board,School District,600855011,50154053,1335775971,0,40471932,704647470,691047972,-130235417,collier,47834,2786.05,670634000,653870000,46329,2713.75,691957000,656509000,Collier County,Naples,34109,919,21-Suburb: Large,26.220768,-81.758198,1219,1-Metropolitan Area,47617,2847.74,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/FL/Collier%20County%20District%20School%20Board/FL%20Collier%20County%20District%20School%20Board%202020.pdf,-63753551,296446043,5027106,0.44981720291777877,"Naples, FL",-37.616979115116344,-2.3544708107729386,-0.07142598544769098,-46.978899630648804,0.115548496248246,0.001954376374988707,-0.37738661204732976
GA,Georgia,70981,2022,Gwinnett County Board Of Education,School District,3303196914,248636103,3985356443,1556000947,14428277,2160225739,2664462836,0,1302550,gwinnett county,180589,11429,2354981000,2212800000,177401,11361.3,2344890000,2230587000,Gwinnett County,Lawrenceville,30045,NA,21-Suburb: Large,34.016948,-84.057792,1307,1-Metropolitan Area,179581,11746.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Gwinnett%20County%20Board%20of%20Education/GA%20Gwinnett%20County%20Board%20of%20Education%202022.pdf,255600994,581621322,1040000402,0.8288334961360444,"Lawrenceville, GA",GA,Georgia,70981,2020,Gwinnett County Board Of Education,School District,4534969007,240647238,3437438511,0,15014625,2326752639,2365656996,0,gwinnett county,180589,11429,2354981000,2212800000,177401,11361.3,2344890000,2230587000,Gwinnett County,Lawrenceville,30045,NA,21-Suburb: Large,34.016948,-84.057792,1307,1-Metropolitan Area,179581,11746.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Gwinnett%20County%20Board%20of%20Education/GA%20Gwinnett%20County%20Board%20of%20Education%202020.pdf,-201742881,1851016703,1187241718,1.319287310154884,"Lawrenceville, GA",-27.161643025535238,-7.1570521596816805,-0.12401966151260194,-68.57827803188657,0.1263098752292659,0.15939715874091456,-0.37175663727202873
GA,Georgia,70971,2022,Cobb County School District,School District,1478270000,181733000,2569200000,843748000,15205000,1398684000,1702635000,0,1301290,cobb county,112097,7361.8,1504214000,1528033000,107379,7347.7,1577457000,1456244000,Cobb County,Marietta,30061,NA,21-Suburb: Large,33.938441,-84.538051,1311,1-Metropolitan Area,106970,7331.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Cobb%20County%20School%20District/GA%20Cobb%20County%20School%20District%202022.pdf,122218000,497854000,677878000,0.5753814416939125,"Marietta, GA",GA,Georgia,70971,2020,Cobb County School District,School District,2217236000,182092000,2256622000,0,13059000,1465479000,1517922000,-1530921000,cobb county,112097,7361.8,1504214000,1528033000,107379,7347.7,1577457000,1456244000,Cobb County,Marietta,30061,NA,21-Suburb: Large,33.938441,-84.538051,1311,1-Metropolitan Area,106970,7331.5,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Cobb%20County%20School%20District/GA%20Cobb%20County%20School%20District%202020.pdf,-129649000,1158513000,755723000,0.9825464787633906,"Marietta, GA",-33.328251931684314,-4.5578954048471525,-0.10300731881919697,-57.026464096648034,0.12168807092854574,0.13851588790679165,-0.4143977367685713
GA,Georgia,105280,2022,Dekalb County Board Of Education,School District,1410439661,172939134,2545765434,925785121,8689481,1366999080,1754322007,-141557637387,1301740,dekalb county,98800,6892.6,1480388000,1415756000,93470,7108.9,1542598000,1363065000,DeKalb County,Decatur,30032,NA,21-Suburb: Large,33.832661,-84.194543,1304,1-Metropolitan Area,93473,6676.1,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Dekalb%20County%20Board%20of%20Education/GA%20Dekalb%20County%20Board%20of%20Education%202022.pdf,214383793,458069789,674481213,0.5540336286143478,"Decatur, GA",GA,Georgia,105280,2020,Dekalb County Board Of Education,School District,2301940046,165274097,2265973000,0,8089874,1431948985,1466773135,0,dekalb county,98800,6892.6,1480388000,1415756000,93470,7108.9,1542598000,1363065000,DeKalb County,Decatur,30032,NA,21-Suburb: Large,33.832661,-84.194543,1304,1-Metropolitan Area,93473,6676.1,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/School%20District/GA/Dekalb%20County%20Board%20of%20Education/GA%20Dekalb%20County%20Board%20of%20Education%202020.pdf,-130449947,1122765085,770250780,1.0158726719162143,"Decatur, GA",-38.72821911887448,-4.535769477849101,-0.12433556639825798,-59.201635754464164,0.1960418180143448,0.12347562570251279,-0.4546229621776433
