"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US24033","Prince George's County, Maryland","346127","2426","5.2","0.8","2.6","0.6","5.1","0.7","4.8","0.6","9.0","0.9","15.1","1.2","13.4","1.0","21.1","1.3","11.5","1.0","12.3","0.8","90182","2286","108996","2241","44.5","(X)","(X)","(X)","(X)","(X)","219712","4903","3.0","0.6","1.7","0.5","4.1","0.8","3.9","0.8","7.2","1.0","13.9","1.4","13.4","1.1","22.0","1.7","14.8","1.2","16.0","1.4","104899","2920","125474","3759","(X)","(X)","48.1","(X)","(X)","(X)","133797","4414","1.3","0.4","0.8","0.4","2.8","0.7","2.4","0.8","4.7","1.0","11.3","1.8","11.7","1.2","23.5","2.2","18.6","1.9","22.8","2.0","132046","4921","149140","5141","(X)","(X)","(X)","(X)","(X)","(X)","126415","4883","9.8","1.8","4.5","1.4","7.7","1.3","7.0","1.2","12.9","1.8","18.1","2.2","14.0","2.0","17.3","2.1","5.5","1.2","3.2","0.7","60655","2374","72315","2539","(X)","(X)","(X)","(X)","35.9","(X)",
"0500000US24037","St. Mary's County, Maryland","42078","1559","4.8","1.9","1.0","0.8","4.3","1.8","5.0","2.1","6.9","2.1","10.2","2.4","12.1","3.1","25.9","4.3","14.0","3.1","15.8","3.6","108397","5779","124429","8414","31.4","(X)","(X)","(X)","(X)","(X)","29179","1766","4.4","2.5","0.3","0.4","3.3","2.3","2.8","1.8","8.0","3.0","6.5","2.4","11.0","3.7","24.9","4.8","17.5","4.3","21.3","4.8","127098","11693","142392","11554","(X)","(X)","31.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","148242","10422","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12899","1607","9.3","4.3","2.8","2.4","6.3","3.9","10.5","5.6","5.8","3.4","17.3","6.3","16.1","6.3","22.7","7.1","7.0","4.3","2.2","2.8","71363","17001","76963","9861","(X)","(X)","(X)","(X)","29.7","(X)",
"0500000US24043","Washington County, Maryland","60215","3547","8.1","2.3","4.2","1.5","7.2","2.0","8.2","1.8","11.3","2.0","17.5","2.1","12.6","2.6","17.7","2.5","6.8","1.8","6.3","1.8","65367","4781","85139","5912","34.7","(X)","(X)","(X)","(X)","(X)","38289","2694","4.6","2.2","3.6","2.1","4.2","2.1","6.3","2.0","9.6","2.5","15.4","3.0","15.8","3.7","23.6","3.8","9.5","2.6","7.3","2.4","85355","8407","98100","7513","(X)","(X)","36.1","(X)","(X)","(X)","27060","2347","3.2","2.1","0.5","0.5","1.6","1.1","5.4","2.7","9.3","3.1","14.0","3.1","15.3","4.2","28.6","4.7","12.0","3.1","10.1","3.3","100703","5164","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21926","2164","15.3","5.0","6.9","3.0","13.8","4.4","10.1","3.0","15.6","4.1","19.4","3.8","8.5","2.6","6.5","2.4","1.0","0.9","3.0","2.4","37005","5657","56584","12143","(X)","(X)","(X)","(X)","30.4","(X)",
"0500000US24045","Wicomico County, Maryland","40577","1081","7.3","2.2","2.6","1.1","9.1","2.8","6.9","2.5","11.6","2.9","19.4","3.8","16.2","3.2","15.6","3.7","7.0","2.1","4.4","1.8","63333","5528","83002","8022","47.1","(X)","(X)","(X)","(X)","(X)","25551","1799","3.5","2.5","0.4","0.6","5.9","2.8","3.4","1.7","11.4","3.5","20.1","5.3","17.6","4.3","21.0","5.0","10.2","3.3","6.4","2.5","83073","9262","98354","8235","(X)","(X)","46.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95705","13902","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15026","1698","13.8","4.9","6.1","3.0","15.1","4.9","13.1","6.1","13.9","5.0","19.2","5.6","10.9","4.6","5.5","4.7","1.4","1.6","0.9","1.2","36503","6744","54544","13572","(X)","(X)","(X)","(X)","45.6","(X)",
"0500000US24510","Baltimore city, Maryland","254370","3581","11.2","1.3","6.2","1.0","8.9","1.1","8.5","1.2","11.0","1.1","18.2","1.4","11.5","1.1","11.4","1.1","5.9","0.9","7.1","0.7","54652","2233","78472","2135","37.2","(X)","(X)","(X)","(X)","(X)","122600","5242","7.3","1.4","3.7","0.9","7.6","1.4","7.3","1.7","11.1","1.7","17.5","2.3","12.4","1.8","13.5","1.4","8.0","1.3","11.4","1.4","68178","4302","99213","4480","(X)","(X)","41.4","(X)","(X)","(X)","60779","3525","2.8","1.1","0.7","0.5","3.7","1.5","4.4","1.6","8.6","2.1","12.9","2.6","13.2","2.5","19.0","2.4","13.2","2.4","21.7","2.5","108699","8342","N","N","(X)","(X)","(X)","(X)","(X)","(X)","131770","5247","15.3","2.2","9.1","1.7","10.4","1.5","10.0","1.8","11.0","1.5","18.4","1.8","10.8","1.4","8.6","1.2","3.7","0.9","2.8","0.7","42065","3064","57176","2584","(X)","(X)","(X)","(X)","32.1","(X)",
"0500000US25001","Barnstable County, Massachusetts","104733","3422","4.5","1.1","2.7","0.6","7.2","1.4","5.8","1.3","8.6","1.3","16.8","2.0","12.9","1.6","16.8","1.7","11.1","1.4","13.7","1.6","83537","3303","114563","5139","38.5","(X)","(X)","(X)","(X)","(X)","66670","3519","2.0","1.1","0.2","0.3","3.3","1.2","3.0","1.0","8.0","1.8","17.0","2.7","12.8","1.9","20.9","2.5","13.5","2.0","19.2","2.4","110803","9374","141130","7057","(X)","(X)","40.0","(X)","(X)","(X)","50961","3528","0.5","0.4","0.2","0.2","3.2","1.4","1.9","0.9","6.4","1.7","15.2","2.7","12.8","2.3","21.9","2.9","15.7","2.5","22.1","2.9","125733","6084","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38063","2867","9.9","2.6","6.9","1.6","13.5","2.9","10.8","2.5","11.0","2.4","17.0","2.9","13.2","2.9","9.1","2.1","5.4","1.7","3.3","1.4","46743","6743","63501","4873","(X)","(X)","(X)","(X)","35.2","(X)",
"0500000US25003","Berkshire County, Massachusetts","57765","1674","5.5","1.8","3.4","1.1","11.1","2.1","10.2","2.5","11.5","2.2","17.9","3.0","10.5","2.2","13.4","2.1","7.5","1.6","9.1","1.7","60749","2541","95278","7941","39.5","(X)","(X)","(X)","(X)","(X)","34008","2117","2.7","1.6","1.0","0.9","4.4","1.8","5.6","1.7","12.5","2.7","16.9","4.0","15.6","3.5","18.8","3.1","9.3","2.1","13.2","2.7","82500","7866","124788","13152","(X)","(X)","39.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","102327","13005","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23757","2098","9.6","3.6","7.7","2.7","19.7","4.3","17.3","5.0","11.9","3.6","18.8","4.5","3.5","1.5","5.4","2.1","3.1","1.6","3.1","2.3","31986","4523","50155","6074","(X)","(X)","(X)","(X)","38.4","(X)",
"0500000US25005","Bristol County, Massachusetts","233531","2460","5.3","0.9","4.9","0.8","8.6","1.3","7.6","1.1","10.0","1.0","14.3","1.3","11.9","1.2","18.1","1.4","10.0","1.1","9.3","1.0","73102","4617","95663","3454","43.0","(X)","(X)","(X)","(X)","(X)","150805","4237","3.6","1.0","2.7","0.9","5.0","1.1","6.0","1.2","9.2","1.1","13.4","1.6","12.4","1.4","21.2","1.8","13.3","1.4","13.1","1.4","95399","3859","115230","4769","(X)","(X)","44.2","(X)","(X)","(X)","103980","4338","1.3","0.5","1.3","0.6","2.3","0.8","3.3","1.0","7.2","1.1","13.0","1.6","12.0","1.7","25.0","2.3","16.7","1.9","18.1","1.9","117786","4824","138640","6310","(X)","(X)","(X)","(X)","(X)","(X)","82726","4219","9.5","1.7","9.9","1.9","15.8","2.6","11.8","2.2","11.8","2.0","15.5","2.1","11.0","2.3","10.2","1.9","3.0","1.1","1.4","0.7","38680","4145","53441","2662","(X)","(X)","(X)","(X)","38.7","(X)",
"0500000US25009","Essex County, Massachusetts","309972","2203","5.3","0.7","4.4","0.7","6.1","0.7","5.3","0.6","8.8","0.8","13.7","1.1","12.0","1.0","17.4","1.1","11.5","1.0","15.4","1.0","87433","2530","117722","3080","44.8","(X)","(X)","(X)","(X)","(X)","205899","4090","2.7","0.6","2.1","0.6","3.5","0.7","5.2","1.0","7.8","1.1","12.9","1.2","11.9","1.3","19.7","1.4","14.0","1.3","20.3","1.4","107468","4857","139579","4364","(X)","(X)","48.6","(X)","(X)","(X)","145495","4362","1.3","0.5","1.0","0.5","1.9","0.6","2.9","0.8","5.5","1.1","10.5","1.3","11.1","1.5","21.6","1.7","17.6","1.5","26.6","1.9","133553","3746","165834","5459","(X)","(X)","(X)","(X)","(X)","(X)","104073","4032","10.8","1.7","9.9","1.7","12.4","1.8","6.7","1.1","12.0","1.7","14.8","2.0","11.5","1.7","12.6","1.8","5.2","1.3","4.1","1.1","47932","3085","66889","4052","(X)","(X)","(X)","(X)","35.5","(X)",
"0500000US25011","Franklin County, Massachusetts","30374","940","5.3","1.6","2.9","1.0","9.4","2.8","8.1","2.0","8.8","2.4","19.6","3.2","15.8","2.9","16.0","2.4","8.9","1.7","5.2","1.4","69771","4344","84427","4493","36.3","(X)","(X)","(X)","(X)","(X)","18471","1298","2.8","2.0","1.0","1.0","5.5","2.9","4.5","2.2","9.3","3.2","19.4","3.6","18.4","3.6","19.0","3.6","12.6","2.6","7.4","2.1","87881","4496","100710","6230","(X)","(X)","38.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100239","7447","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11903","1398","9.6","3.4","5.9","2.1","17.6","5.6","12.9","3.9","11.9","4.3","19.6","6.0","10.9","3.5","7.5","2.9","2.7","2.0","1.5","1.1","39458","6962","53290","5561","(X)","(X)","(X)","(X)","32.0","(X)",
"0500000US25013","Hampden County, Massachusetts","184544","2205","7.4","1.2","5.9","1.1","9.8","1.2","8.5","1.3","10.9","1.2","16.4","1.5","11.6","1.2","15.5","1.6","6.6","1.1","7.5","1.1","61747","2198","82941","3018","44.0","(X)","(X)","(X)","(X)","(X)","114074","3730","5.5","1.4","2.1","0.8","7.0","1.3","7.0","1.3","9.2","1.4","17.6","1.8","13.0","1.6","19.0","2.4","9.3","1.8","10.4","1.6","77784","3775","100398","4886","(X)","(X)","46.4","(X)","(X)","(X)","71810","3436","2.0","1.0","0.3","0.3","4.3","1.0","4.2","1.2","7.7","1.6","16.4","2.4","12.9","2.0","24.3","3.4","12.9","2.6","15.1","2.5","103467","5051","N","N","(X)","(X)","(X)","(X)","(X)","(X)","70470","4085","11.1","2.2","12.0","2.3","14.8","2.2","11.4","2.3","14.2","2.0","16.6","2.5","9.3","1.8","6.9","1.5","1.7","0.7","2.1","1.1","36281","4565","50626","3819","(X)","(X)","(X)","(X)","38.8","(X)",
"0500000US25015","Hampshire County, Massachusetts","60870","1574","4.9","1.6","4.0","1.7","7.9","1.9","5.9","1.5","8.3","1.8","18.0","2.8","11.3","2.2","18.4","2.5","8.7","1.7","12.5","2.0","77495","5942","104163","5547","33.8","(X)","(X)","(X)","(X)","(X)","35484","1875","2.7","1.5","0.7","0.6","3.5","1.9","3.6","1.5","6.9","2.1","16.2","3.2","12.6","2.7","25.9","3.7","10.6","2.2","17.4","3.2","104035","5308","130487","8752","(X)","(X)","32.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116938","6563","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25386","1923","8.5","3.1","8.5","3.7","14.1","3.7","10.1","3.2","11.7","3.2","20.5","4.7","9.2","3.1","7.9","2.3","6.0","3.2","3.4","1.6","43415","9417","61475","6445","(X)","(X)","(X)","(X)","34.2","(X)",
"0500000US25017","Middlesex County, Massachusetts","632831","3283","4.1","0.5","2.9","0.4","4.6","0.5","4.2","0.5","6.7","0.6","11.6","0.8","10.9","0.8","17.6","0.9","12.4","0.7","25.1","0.8","112764","2647","153942","2600","36.7","(X)","(X)","(X)","(X)","(X)","396340","6119","2.5","0.5","1.2","0.4","2.4","0.4","2.9","0.5","5.2","0.7","9.0","0.9","10.3","0.8","18.3","1.0","14.7","0.9","33.5","1.0","145784","3237","187081","3702","(X)","(X)","39.6","(X)","(X)","(X)","316438","6797","1.1","0.3","0.7","0.3","1.5","0.4","1.9","0.5","3.8","0.6","8.1","0.9","9.7","0.7","17.8","1.0","16.3","1.0","39.2","1.2","163542","3021","208783","4269","(X)","(X)","(X)","(X)","(X)","(X)","236491","6075","7.2","1.0","5.8","0.8","8.2","0.9","6.6","0.9","10.0","1.0","16.0","1.5","11.9","1.3","16.2","1.5","8.1","0.9","9.8","1.0","68260","3638","93555","3277","(X)","(X)","(X)","(X)","30.3","(X)",
"0500000US25021","Norfolk County, Massachusetts","280067","2344","4.6","0.8","2.4","0.5","5.1","0.9","4.7","0.9","6.2","0.8","10.3","1.0","11.0","1.0","17.5","1.3","12.8","1.1","25.4","1.3","115357","3883","161092","4946","42.2","(X)","(X)","(X)","(X)","(X)","181793","3762","2.6","0.7","1.4","0.6","2.6","0.7","3.0","0.7","4.3","0.8","7.7","1.1","9.8","1.3","19.3","1.6","15.3","1.6","34.1","1.9","146764","7780","197324","6882","(X)","(X)","43.6","(X)","(X)","(X)","144601","4562","0.6","0.4","0.8","0.4","1.5","0.6","1.8","0.6","3.3","0.9","6.7","1.0","9.1","1.5","19.4","1.7","16.1","1.8","40.7","2.2","165807","8586","N","N","(X)","(X)","(X)","(X)","(X)","(X)","98274","3703","9.1","1.7","4.7","1.3","10.1","1.8","7.8","1.8","10.3","1.6","15.7","2.0","13.2","1.8","13.3","2.0","7.7","1.4","8.2","1.5","63441","5426","88605","6761","(X)","(X)","(X)","(X)","38.7","(X)",
"0500000US25023","Plymouth County, Massachusetts","202084","2543","3.9","0.8","2.8","0.6","5.4","0.9","4.7","0.9","8.8","1.2","12.5","1.3","11.9","1.3","19.0","1.6","13.0","1.2","18.1","1.4","100082","3319","133128","5244","45.3","(X)","(X)","(X)","(X)","(X)","140102","3918","1.8","0.5","1.7","0.7","2.8","0.9","3.2","1.0","7.1","1.3","11.8","1.5","11.6","1.5","20.6","1.8","15.8","1.6","23.8","1.8","122782","6020","159317","7368","(X)","(X)","46.1","(X)","(X)","(X)","105647","4277","0.9","0.4","0.6","0.4","1.2","0.6","1.2","0.6","5.5","1.3","9.8","1.5","11.2","1.8","21.4","2.1","18.6","1.9","29.5","2.3","145492","5001","N","N","(X)","(X)","(X)","(X)","(X)","(X)","61982","3558","9.5","2.3","5.8","1.7","11.4","2.3","9.4","2.0","12.7","2.3","16.4","2.7","12.9","2.4","13.8","2.5","4.1","1.2","3.9","1.5","51803","6404","66937","4141","(X)","(X)","(X)","(X)","42.0","(X)",
"0500000US25025","Suffolk County, Massachusetts","315257","4266","9.4","0.9","6.0","0.8","6.8","0.9","5.8","0.7","7.4","0.8","13.4","1.3","10.1","0.9","16.7","1.3","8.7","0.8","15.9","1.2","78155","3900","115212","4614","42.6","(X)","(X)","(X)","(X)","(X)","146913","5322","5.9","1.2","3.5","1.0","6.7","1.3","5.2","1.0","8.7","1.5","12.4","1.5","10.4","1.3","18.3","2.0","9.6","1.4","19.4","1.7","90804","6306","132482","5929","(X)","(X)","47.2","(X)","(X)","(X)","91979","4369","2.3","0.9","1.9","0.8","3.7","1.1","3.5","1.1","6.0","1.4","10.8","1.9","10.1","1.6","21.2","2.5","13.6","2.1","27.0","2.6","121805","6632","166799","8847","(X)","(X)","(X)","(X)","(X)","(X)","168344","5326","12.8","1.5","8.3","1.1","7.3","1.1","6.3","0.9","6.5","1.0","14.5","1.8","10.1","1.2","14.8","1.6","7.3","1.0","12.1","1.5","63204","4350","96753","5967","(X)","(X)","(X)","(X)","37.4","(X)",
"0500000US25027","Worcester County, Massachusetts","333435","3137","5.3","0.7","3.5","0.5","7.0","0.7","6.4","0.7","8.6","0.8","14.1","1.0","12.5","1.0","19.1","1.1","11.5","0.9","12.2","0.9","84952","2579","107594","2815","40.1","(X)","(X)","(X)","(X)","(X)","219929","4256","2.9","0.8","1.6","0.5","4.0","0.8","4.6","0.8","6.8","0.9","13.2","1.4","13.3","1.2","23.1","1.5","14.4","1.2","16.2","1.4","106425","3819","127606","4038","(X)","(X)","42.3","(X)","(X)","(X)","162449","4582","1.9","0.8","1.0","0.4","1.9","0.5","2.1","0.6","5.2","1.0","11.8","1.4","13.1","1.3","25.0","1.7","17.4","1.5","20.5","1.7","123703","3269","146392","4978","(X)","(X)","(X)","(X)","(X)","(X)","113506","4230","10.7","1.5","7.6","1.4","13.0","1.6","10.0","1.2","12.2","1.3","17.1","1.8","11.5","1.7","10.5","1.6","4.2","1.0","3.0","0.8","45043","3133","62006","3192","(X)","(X)","(X)","(X)","33.3","(X)",
"0500000US26005","Allegan County, Michigan","44479","1290","3.9","1.5","2.8","1.2","6.7","1.7","7.2","1.9","9.4","2.1","20.5","3.5","17.5","2.9","19.5","3.1","7.5","1.9","4.9","1.2","74371","3892","90649","5805","39.9","(X)","(X)","(X)","(X)","(X)","33300","1695","3.2","1.7","1.1","0.9","4.1","1.7","6.2","2.3","8.1","2.3","20.8","3.6","19.0","3.3","23.1","3.8","8.9","2.3","5.3","1.4","84582","5383","99291","7071","(X)","(X)","38.9","(X)","(X)","(X)","26921","1685","1.0","0.9","0.4","0.5","1.6","1.0","3.8","1.5","7.6","2.5","21.9","3.9","21.0","4.0","26.5","4.3","10.1","2.7","6.0","1.7","90305","4293","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11179","1563","10.5","5.3","8.1","4.1","16.0","4.8","10.1","3.8","13.3","4.6","20.4","6.5","8.7","3.4","6.5","3.4","3.3","3.8","3.1","2.0","36949","8772","58118","11053","(X)","(X)","(X)","(X)","36.6","(X)",
"0500000US26017","Bay County, Michigan","45487","1115","6.2","1.7","6.0","1.8","7.5","1.7","11.6","2.8","13.5","2.4","21.1","2.5","12.4","2.2","12.3","2.3","6.7","2.0","2.7","1.3","56911","4341","72169","7389","42.1","(X)","(X)","(X)","(X)","(X)","25920","1693","3.0","1.6","1.3","0.9","4.0","1.8","9.0","3.2","9.7","2.5","24.7","3.4","15.7","2.9","18.0","3.5","10.0","3.2","4.6","2.3","73415","4656","93370","12177","(X)","(X)","42.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78340","5375","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19567","1824","11.4","3.4","12.2","3.9","13.0","3.1","16.1","5.8","17.7","4.5","16.0","4.3","7.2","2.8","4.8","2.4","1.5","1.3","0.2","0.3","33689","2685","41414","3816","(X)","(X)","(X)","(X)","41.8","(X)",
"0500000US26021","Berrien County, Michigan","65764","1784","5.9","1.3","4.0","1.1","12.2","1.9","10.3","1.8","11.8","1.7","16.6","2.1","12.0","1.9","13.0","1.7","7.0","1.3","7.0","1.2","57535","3391","87333","5526","43.2","(X)","(X)","(X)","(X)","(X)","40515","1795","4.1","1.8","2.2","1.1","9.7","2.5","7.0","1.9","9.5","1.8","16.5","2.6","14.7","2.7","16.6","2.7","10.1","2.0","9.6","1.9","76386","5795","105526","7374","(X)","(X)","43.3","(X)","(X)","(X)","30213","1597","2.1","1.0","0.7","0.6","4.8","1.8","4.8","1.6","8.2","2.1","18.1","3.4","15.6","2.9","20.7","3.3","12.4","2.8","12.6","2.5","93348","5738","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25249","1727","10.8","2.5","7.1","2.5","16.6","3.7","16.2","3.6","15.6","3.4","15.2","3.5","6.7","2.2","7.5","2.8","2.5","1.4","2.0","0.9","34727","2709","54867","8321","(X)","(X)","(X)","(X)","41.3","(X)",
"0500000US26025","Calhoun County, Michigan","53482","1180","5.0","1.6","5.8","1.5","10.4","1.8","10.6","2.4","14.2","2.4","18.1","2.5","10.0","1.8","15.0","2.4","6.6","1.5","4.3","1.3","55192","5064","76280","5955","36.7","(X)","(X)","(X)","(X)","(X)","34400","1992","2.0","1.1","3.7","1.7","4.9","1.6","10.1","3.0","13.2","3.0","18.2","3.1","12.4","2.4","20.5","3.3","9.3","2.4","5.6","1.8","72379","6436","92208","8241","(X)","(X)","35.3","(X)","(X)","(X)","24397","2037","1.2","0.8","1.4","1.3","4.2","1.5","6.1","2.1","11.3","3.3","17.7","3.4","14.2","2.9","25.3","3.8","11.6","2.9","7.1","2.4","87055","8720","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19082","1733","10.6","3.7","9.7","2.8","21.3","4.8","12.9","4.1","16.7","4.7","18.1","4.4","4.5","1.8","2.9","1.9","1.6","1.3","1.7","1.3","32188","4390","44233","5292","(X)","(X)","(X)","(X)","36.8","(X)",
"0500000US26037","Clinton County, Michigan","30952","692","3.5","1.5","2.4","1.3","5.8","1.7","6.6","1.9","12.2","2.7","18.0","3.0","16.7","2.8","21.4","2.9","6.7","1.7","6.7","1.4","76534","4672","94897","6850","36.9","(X)","(X)","(X)","(X)","(X)","21366","1028","2.0","1.4","1.8","1.5","2.5","1.1","4.4","1.9","9.2","3.3","16.9","3.3","17.9","3.4","26.8","3.7","9.2","2.3","9.3","2.1","93025","5245","112403","8856","(X)","(X)","38.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100048","6783","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9586","1175","7.2","3.8","3.7","2.5","14.2","5.0","12.6","4.4","18.5","5.4","20.5","5.6","13.8","5.9","8.2","4.0","0.3","0.6","1.0","1.3","43215","5157","52398","4855","(X)","(X)","(X)","(X)","33.0","(X)",
"0500000US26045","Eaton County, Michigan","45137","944","4.7","1.4","2.4","1.1","6.9","2.0","6.6","1.8","15.0","2.2","19.6","2.4","15.1","2.3","16.4","2.2","6.9","1.5","6.4","1.4","70133","4983","85688","4304","40.6","(X)","(X)","(X)","(X)","(X)","28191","1455","2.5","1.1","0.3","0.2","4.4","2.0","2.6","1.1","9.0","2.1","20.9","3.0","21.5","3.1","22.3","3.2","8.2","1.9","8.3","2.1","87255","4873","103322","6256","(X)","(X)","39.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94202","4175","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16946","1562","8.6","3.3","6.1","2.7","13.1","3.8","13.3","4.0","25.2","4.2","17.1","3.5","5.1","2.1","5.8","2.0","3.2","1.8","2.3","1.5","40152","2576","51267","5015","(X)","(X)","(X)","(X)","41.6","(X)",
"0500000US26049","Genesee County, Michigan","167895","2057","8.1","1.4","5.0","0.8","9.1","1.2","9.5","1.3","15.2","1.4","19.9","1.4","11.2","1.2","12.7","1.2","5.4","0.9","3.8","0.8","52025","1222","71368","2905","46.7","(X)","(X)","(X)","(X)","(X)","101965","3528","4.5","1.4","2.5","0.9","6.6","1.4","8.8","1.7","12.7","1.7","20.9","2.1","13.1","1.3","18.1","2.1","7.5","1.5","5.2","1.3","67951","4014","86180","4114","(X)","(X)","46.0","(X)","(X)","(X)","69803","3447","1.8","0.9","1.1","0.6","3.5","1.3","5.5","1.6","11.4","2.2","21.4","2.8","14.9","1.9","22.7","2.5","10.5","2.1","7.4","1.8","85550","6741","103202","5095","(X)","(X)","(X)","(X)","(X)","(X)","65930","3456","14.8","2.9","9.6","1.6","13.7","2.1","12.2","2.3","19.5","2.8","15.6","2.3","7.9","1.9","4.1","1.3","1.4","0.7","1.3","0.7","34827","1855","44556","4405","(X)","(X)","(X)","(X)","44.5","(X)",
"0500000US26055","Grand Traverse County, Michigan","40083","1465","3.0","1.4","4.3","2.0","6.4","2.2","9.6","2.5","13.3","3.0","20.1","3.4","14.6","3.0","20.6","3.4","3.4","1.4","4.6","1.7","65651","3676","84905","6964","33.0","(X)","(X)","(X)","(X)","(X)","25516","1975","2.9","2.0","4.5","3.1","3.0","1.7","5.6","2.7","10.6","3.2","19.8","4.2","18.4","4.7","23.7","4.3","4.8","2.2","6.6","2.4","80145","8003","98238","9773","(X)","(X)","35.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91566","4060","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14567","1539","4.7","2.3","4.4","2.1","12.8","4.2","18.5","5.9","18.1","5.6","18.8","6.1","7.2","3.2","13.5","4.9","0.9","0.9","1.1","1.4","41584","4513","58494","7138","(X)","(X)","(X)","(X)","27.3","(X)",
